id,distributionReceiptId,flowerId,receivedQuantity,damagedQuantity,missingQuantity
229,229,23,49,0,0
230,230,23,54,1,0
231,231,23,12,0,0
232,232,23,52,1,1
233,233,24,52,1,1
234,234,24,7,0,0
235,235,24,33,0,0
236,236,24,29,0,0
237,237,25,59,2,1
238,238,25,40,1,1
239,239,25,26,0,0
240,240,25,55,1,0
241,241,26,37,1,1
242,242,26,43,0,0
243,243,26,27,0,0
244,244,26,24,0,0
245,245,27,67,1,0
246,246,27,38,1,0
247,247,27,19,0,0
248,248,27,42,1,0
249,249,28,13,0,0
250,250,28,45,1,1
251,251,28,15,0,0
252,252,28,43,0,0
253,253,29,53,1,0
254,254,29,27,0,0
255,255,29,23,0,0
256,256,29,54,1,0
257,257,30,64,0,0
258,258,30,27,1,0
259,259,30,52,1,0
260,260,30,14,0,0
261,261,31,14,0,0
262,262,31,41,0,1
263,263,31,20,0,0
264,264,31,31,1,0
265,265,32,24,1,0
266,266,32,26,1,0
267,267,32,19,0,0
268,268,32,52,0,1
269,269,33,54,0,0
270,270,33,26,1,0
271,271,33,35,0,0
272,272,33,52,1,1
273,273,34,57,0,0
274,274,34,27,0,0
275,275,34,19,0,0
276,276,34,46,1,0
277,277,35,43,0,1
278,278,35,10,0,0
279,279,35,23,1,0
280,280,35,29,1,0
281,281,1,63,2,1
282,282,1,37,0,0
283,283,1,33,1,0
284,284,1,26,0,0
285,285,2,62,1,0
286,286,2,14,0,0
287,287,2,25,1,0
288,288,2,27,0,0
289,289,3,28,0,0
290,290,3,34,0,0
291,291,3,21,0,0
292,292,3,66,1,1
293,293,4,44,1,0
294,294,4,29,1,1
295,295,4,42,0,0
296,296,4,47,0,1
297,297,5,80,0,0
298,298,5,15,0,0
299,299,5,12,0,0
300,300,5,74,1,1
301,301,6,50,0,1
302,302,6,17,0,0
303,303,6,44,0,0
304,304,6,23,0,0
305,305,7,47,1,0
306,306,7,37,0,0
307,307,7,17,0,0
308,308,7,32,0,0
309,309,8,70,1,0
310,310,8,31,1,0
311,311,8,21,0,0
312,312,8,44,0,1
313,313,9,34,0,0
314,314,9,18,0,0
315,315,9,31,1,0
316,316,9,63,1,1
317,317,10,26,0,0
318,318,10,39,0,1
319,319,10,17,1,0
320,320,10,70,1,0
321,321,11,22,1,0
322,322,11,45,0,0
323,323,11,39,0,1
324,324,11,45,1,1
325,325,12,56,1,1
326,326,12,41,1,1
327,327,12,25,0,0
328,328,12,73,1,1
329,329,13,61,2,1
330,330,13,37,0,0
331,331,13,33,1,0
332,332,13,36,0,1
333,333,14,49,0,1
334,334,14,39,0,0
335,335,14,35,1,1
336,336,14,52,0,0
337,337,15,37,1,1
338,338,15,16,0,0
339,339,15,47,1,0
340,340,15,55,1,1
341,341,16,42,1,0
342,342,16,22,0,0
343,343,16,45,1,1
344,344,16,35,0,1
345,345,17,49,0,0
346,346,17,33,1,0
347,347,17,18,0,0
348,348,17,40,1,1
349,349,18,65,0,0
350,350,18,24,0,0
351,351,18,30,0,0
352,352,18,36,1,0
353,353,19,69,1,1
354,354,19,34,0,0
355,355,19,24,1,0
356,356,19,22,0,0
357,357,20,59,2,1
358,358,20,43,1,1
359,359,20,24,1,0
360,360,20,48,1,0
361,361,21,67,0,0
362,362,21,24,1,0
363,363,21,38,0,0
364,364,21,27,0,0
365,365,22,58,0,1
366,366,22,55,2,1
367,367,22,34,0,1
368,368,22,29,0,0
369,369,23,88,2,1
370,370,23,51,1,0
371,371,23,12,0,0
372,372,23,38,1,0
373,373,24,62,1,0
374,374,24,36,1,0
375,375,24,34,0,0
376,376,24,29,0,0
377,377,25,42,1,1
378,378,25,18,0,0
379,379,25,23,0,0
380,380,25,67,1,1
381,381,26,61,2,0
382,382,26,52,1,1
383,383,26,16,0,0
384,384,26,30,0,0
385,385,27,30,1,0
386,386,27,61,1,1
387,387,27,40,1,1
388,388,27,31,1,0
389,389,28,35,1,0
390,390,28,23,1,0
391,391,28,31,0,1
392,392,28,34,1,1
393,393,29,38,1,0
394,394,29,15,0,0
395,395,29,34,0,0
396,396,29,54,1,0
397,397,30,62,0,1
398,398,30,44,0,0
399,399,30,29,0,1
400,400,30,26,1,0
401,401,31,39,1,0
402,402,31,56,1,0
403,403,31,49,0,1
404,404,31,58,2,1
405,405,32,60,0,1
406,406,32,29,1,0
407,407,32,27,0,0
408,408,32,48,0,1
409,409,33,25,0,0
410,410,33,59,1,1
411,411,33,44,1,0
412,412,33,46,1,0
413,413,34,70,0,1
414,414,34,22,0,0
415,415,34,25,1,0
416,416,34,44,1,0
417,417,35,48,1,1
418,418,35,51,0,0
419,419,35,39,1,0
420,420,35,55,1,1
421,421,1,20,0,0
422,422,1,59,0,1
423,423,1,38,1,1
424,424,1,49,0,0
425,425,2,30,1,0
426,426,2,64,1,0
427,427,2,43,1,0
428,428,2,43,1,0
429,429,3,93,2,1
430,430,3,40,0,0
431,431,3,43,1,1
432,432,3,79,2,0
433,433,4,71,1,1
434,434,4,31,0,0
435,435,4,20,0,0
436,436,4,37,0,0
437,437,5,45,1,1
438,438,5,41,1,0
439,439,5,57,1,0
440,440,5,75,0,1
441,441,6,49,1,0
442,442,6,31,1,0
443,443,6,15,0,0
444,444,6,62,2,1
445,445,7,71,0,1
446,446,7,24,1,0
447,447,7,27,1,0
448,448,7,34,1,1
449,449,8,46,1,0
450,450,8,59,1,1
451,451,8,30,0,0
452,452,8,67,1,1
453,453,9,93,1,0
454,454,9,47,1,1
455,455,9,33,1,0
456,456,9,35,1,0
457,457,10,76,0,0
458,458,10,59,1,0
459,459,10,46,1,0
460,460,10,41,1,1
461,461,11,64,0,1
462,462,11,40,0,1
463,463,11,16,0,0
464,464,11,73,0,1
465,465,12,57,2,1
466,466,12,67,2,0
467,467,12,42,0,1
468,468,12,37,1,0
469,469,13,62,1,1
470,470,13,38,0,0
471,471,13,39,1,1
472,472,13,34,0,0
473,473,14,115,2,2
474,474,14,23,1,0
475,475,14,23,0,0
476,476,14,70,1,0
477,477,15,70,1,1
478,478,15,65,2,1
479,479,15,18,0,0
480,480,15,74,1,0
481,481,16,93,2,2
482,482,16,71,2,1
483,483,16,29,0,0
484,484,16,45,0,0
485,485,17,95,0,0
486,486,17,43,0,1
487,487,17,48,1,0
488,488,17,88,1,0
489,489,18,52,1,1
490,490,18,35,0,1
491,491,18,84,0,1
492,492,18,67,0,1
493,493,19,39,1,0
494,494,19,50,0,0
495,495,19,30,0,0
496,496,19,46,0,1
497,497,20,81,1,1
498,498,20,60,1,1
499,499,20,41,1,1
500,500,20,52,1,1
501,501,21,94,2,2
502,502,21,77,1,1
503,503,21,20,0,0
504,504,21,37,1,0
505,505,22,32,1,0
506,506,22,27,1,0
507,507,22,30,0,0
508,508,22,47,1,1
509,509,23,41,0,1
510,510,23,61,2,1
511,511,23,39,1,0
512,512,23,45,1,1
513,513,24,50,1,0
514,514,24,30,0,0
515,515,24,54,2,0
516,516,24,54,0,0
517,517,25,48,1,0
518,518,25,31,1,1
519,519,25,37,1,0
520,520,25,46,1,0
521,521,26,42,1,1
522,522,26,64,1,0
523,523,26,27,0,0
524,524,26,36,1,0
525,525,27,59,1,1
526,526,27,37,1,0
527,527,27,50,1,1
528,528,27,74,2,0
529,529,28,61,1,1
530,530,28,28,1,0
531,531,28,44,1,1
532,532,28,45,0,1
533,533,29,62,0,1
534,534,29,74,1,1
535,535,29,33,1,0
536,536,29,86,3,2
537,537,30,47,0,1
538,538,30,80,1,1
539,539,30,38,1,1
540,540,30,35,1,1
541,541,31,79,0,1
542,542,31,7,0,0
543,543,31,25,0,0
544,544,31,63,0,0
545,545,32,66,1,1
546,546,32,114,0,1
547,547,32,57,0,0
548,548,32,56,1,0
549,549,33,41,0,1
550,550,33,32,1,0
551,551,33,27,1,1
552,552,33,39,0,0
553,553,34,53,0,1
554,554,34,65,1,1
555,555,34,34,0,1
556,556,34,54,1,1
557,557,35,117,0,1
558,558,35,40,1,0
559,559,35,50,0,1
560,560,35,69,1,1
561,561,1,27,1,0
562,562,1,43,0,1
563,563,1,47,1,0
564,564,1,35,1,0
565,565,2,62,0,1
566,566,2,99,2,1
567,567,2,17,0,0
568,568,2,43,1,0
569,569,3,105,2,1
570,570,3,102,0,2
571,571,3,40,1,0
572,572,3,30,0,0
573,573,4,110,0,1
574,574,4,44,0,0
575,575,4,41,1,1
576,576,4,105,0,0
577,577,5,68,2,1
578,578,5,52,0,0
579,579,5,37,1,1
580,580,5,78,2,0
581,581,6,115,3,1
582,582,6,30,1,0
583,583,6,42,1,1
584,584,6,68,2,1
585,585,7,53,1,1
586,586,7,24,0,0
587,587,7,42,1,0
588,588,7,115,1,1
589,589,8,86,0,1
590,590,8,71,1,1
591,591,8,71,1,1
592,592,8,72,1,1
593,593,9,71,0,1
594,594,9,38,0,0
595,595,9,73,2,0
596,596,9,92,0,1
597,597,10,88,2,0
598,598,10,21,0,0
599,599,10,50,0,0
600,600,10,104,3,2
601,601,11,45,1,1
602,602,11,34,0,1
603,603,11,40,1,1
604,604,11,53,1,1
605,605,12,45,1,1
606,606,12,32,0,1
607,607,12,31,1,0
608,608,12,78,1,1
609,609,13,51,1,1
610,610,13,48,0,0
611,611,13,39,0,0
612,612,13,62,1,0
613,613,14,108,2,1
614,614,14,29,1,0
615,615,14,39,0,0
616,616,14,86,0,0
617,617,15,107,3,1
618,618,15,61,1,0
619,619,15,38,1,0
620,620,15,57,1,1
621,621,16,61,1,0
622,622,16,59,2,1
623,623,16,50,1,0
624,624,16,79,1,0
625,625,17,83,1,2
626,626,17,80,0,1
627,627,17,73,2,1
628,628,17,65,2,1
629,629,18,77,1,1
630,630,18,48,0,1
631,631,18,28,0,0
632,632,18,35,0,1
633,633,19,37,1,1
634,634,19,55,1,0
635,635,19,31,1,0
636,636,19,94,2,2
637,637,20,53,0,1
638,638,20,66,2,1
639,639,20,44,0,1
640,640,20,45,1,0
641,641,21,43,1,1
642,642,21,38,1,1
643,643,21,60,1,1
644,644,21,23,0,0
645,645,22,75,2,1
646,646,22,22,0,0
647,647,22,64,0,1
648,648,22,54,1,1
649,649,23,106,1,0
650,650,23,49,0,1
651,651,23,29,1,1
652,652,23,35,0,0
653,653,24,45,0,1
654,654,24,85,2,1
655,655,24,23,1,0
656,656,24,127,4,1
657,657,25,105,2,1
658,658,25,43,0,0
659,659,25,57,2,0
660,660,25,81,1,2
661,661,26,78,1,1
662,662,26,89,1,1
663,663,26,50,1,0
664,664,26,112,3,1
665,665,27,80,1,0
666,666,27,34,0,0
667,667,27,76,1,1
668,668,27,39,1,1
669,669,28,111,3,1
670,670,28,109,3,2
671,671,28,27,0,0
672,672,28,99,1,0
673,673,29,44,1,1
674,674,29,88,0,1
675,675,29,31,1,0
676,676,29,30,1,0
677,677,30,45,1,1
678,678,30,43,1,1
679,679,30,32,1,0
680,680,30,66,2,1
681,681,31,33,1,0
682,682,31,92,0,2
683,683,31,85,2,1
684,684,31,95,3,1
685,685,32,70,1,1
686,686,32,76,1,2
687,687,32,58,0,1
688,688,32,53,1,1
689,689,33,54,2,0
690,690,33,64,1,0
691,691,33,43,1,0
692,692,33,95,2,2
693,693,34,65,1,0
694,694,34,41,1,1
695,695,34,53,1,0
696,696,34,62,0,1
697,697,35,89,1,0
698,698,35,60,2,1
699,699,35,63,2,0
700,700,35,121,1,0
701,701,1,99,1,1
702,702,1,53,1,1
703,703,1,45,0,0
704,704,1,118,0,2
705,705,2,113,1,0
706,706,2,28,0,0
707,707,2,41,1,0
708,708,2,88,0,1
709,709,3,84,0,2
710,710,3,61,2,0
711,711,3,25,0,1
712,712,3,68,1,0
713,713,4,86,3,1
714,714,4,37,0,1
715,715,4,25,1,0
716,716,4,90,2,1
717,717,5,95,3,0
718,718,5,42,1,0
719,719,5,44,1,0
720,720,5,59,2,1
721,721,6,48,0,0
722,722,6,65,1,0
723,723,6,29,0,0
724,724,6,75,1,1
725,725,7,70,1,1
726,726,7,60,1,0
727,727,7,56,1,0
728,728,7,57,0,0
729,729,8,37,0,1
730,730,8,71,2,1
731,731,8,26,0,0
732,732,8,41,1,0
733,733,9,52,1,0
734,734,9,40,1,1
735,735,9,50,0,1
736,736,9,33,0,1
737,737,10,62,2,1
738,738,10,78,1,1
739,739,10,68,0,1
740,740,10,54,1,1
741,741,11,91,0,1
742,742,11,76,1,1
743,743,11,45,1,1
744,744,11,68,0,1
745,745,12,41,0,1
746,746,12,88,2,2
747,747,12,31,1,0
748,748,12,38,1,1
749,749,13,81,1,1
750,750,13,64,1,1
751,751,13,24,0,0
752,752,13,67,2,0
753,753,14,91,1,0
754,754,14,87,1,2
755,755,14,38,1,0
756,756,14,86,1,0
757,757,15,46,1,1
758,758,15,76,0,1
759,759,15,60,1,0
760,760,15,59,1,0
761,761,16,76,0,0
762,762,16,56,1,1
763,763,16,72,1,0
764,764,16,106,2,2
765,765,17,56,0,0
766,766,17,63,0,1
767,767,17,30,1,0
768,768,17,92,2,1
769,769,18,52,1,1
770,770,18,35,0,0
771,771,18,60,2,0
772,772,18,50,1,0
773,773,19,27,1,0
774,774,19,35,1,0
775,775,19,31,1,1
776,776,19,57,1,1
777,777,20,79,0,1
778,778,20,36,0,0
779,779,20,30,0,0
780,780,20,42,0,1
781,781,21,69,1,1
782,782,21,40,1,1
783,783,21,37,0,0
784,784,21,74,2,1
785,785,22,117,3,2
786,786,22,36,1,0
787,787,22,18,0,0
788,788,22,35,0,0
789,789,23,79,0,1
790,790,23,48,1,0
791,791,23,68,2,1
792,792,23,37,0,0
793,793,24,76,1,1
794,794,24,47,1,0
795,795,24,28,1,1
796,796,24,67,1,1
797,797,25,62,1,0
798,798,25,39,1,0
799,799,25,24,1,0
800,800,25,46,0,0
801,801,26,60,2,1
802,802,26,46,0,1
803,803,26,37,0,0
804,804,26,108,3,0
805,805,27,49,1,0
806,806,27,25,1,0
807,807,27,11,0,0
808,808,27,27,1,0
809,809,28,52,1,1
810,810,28,88,3,1
811,811,28,14,0,0
812,812,28,62,1,0
813,813,29,108,2,1
814,814,29,45,1,1
815,815,29,35,1,1
816,816,29,51,1,1
817,817,30,85,2,0
818,818,30,53,1,0
819,819,30,28,1,0
820,820,30,78,2,1
821,821,31,76,2,1
822,822,31,32,0,1
823,823,31,42,0,0
824,824,31,34,0,0
825,825,32,38,0,0
826,826,32,36,0,1
827,827,32,68,2,0
828,828,32,64,0,1
829,829,33,104,3,2
830,830,33,61,2,1
831,831,33,24,0,0
832,832,33,120,3,0
833,833,34,68,0,0
834,834,34,54,0,0
835,835,34,36,0,1
836,836,34,49,0,0
837,837,35,54,0,1
838,838,35,48,1,1
839,839,35,37,1,0
840,840,35,60,2,1
841,841,1,29,1,1
842,842,1,22,0,0
843,843,1,47,0,0
844,844,1,52,0,1
845,845,2,25,0,0
846,846,2,24,1,0
847,847,2,10,0,0
848,848,2,36,0,1
849,849,3,18,1,0
850,850,3,32,0,0
851,851,3,48,1,0
852,852,3,42,1,0
853,853,4,29,0,1
854,854,4,31,0,0
855,855,4,24,1,0
856,856,4,35,0,1
857,857,5,27,0,0
858,858,5,20,0,0
859,859,5,19,0,0
860,860,5,43,0,0
861,861,6,40,0,1
862,862,6,20,0,0
863,863,6,21,0,0
864,864,6,38,1,0
865,865,7,26,0,0
866,866,7,25,0,0
867,867,7,21,0,0
868,868,7,49,1,0
869,869,8,33,1,0
870,870,8,24,0,0
871,871,8,27,1,0
872,872,8,46,1,1
873,873,9,40,1,0
874,874,9,49,0,1
875,875,9,19,0,0
876,876,9,43,0,0
877,877,10,64,0,0
878,878,10,16,0,0
879,879,10,17,1,0
880,880,10,47,1,1
881,881,11,45,1,0
882,882,11,35,1,0
883,883,11,20,1,0
884,884,11,23,0,0
885,885,12,36,1,0
886,886,12,18,1,0
887,887,12,52,2,1
888,888,12,25,0,0
889,889,13,48,0,1
890,890,13,26,1,1
891,891,13,24,1,0
892,892,13,37,0,0
893,893,14,20,0,0
894,894,14,15,0,0
895,895,14,16,0,0
896,896,14,28,1,0
897,897,15,47,0,0
898,898,15,29,0,0
899,899,15,26,1,0
900,900,15,45,1,1
901,901,16,55,1,0
902,902,16,61,0,1
903,903,16,38,0,0
904,904,16,21,0,0
905,905,17,25,0,0
906,906,17,34,1,0
907,907,17,23,1,0
908,908,17,29,1,0
909,909,18,37,1,0
910,910,18,39,1,1
911,911,18,28,0,0
912,912,18,26,0,1
913,913,19,27,0,0
914,914,19,22,0,0
915,915,19,18,0,0
916,916,19,37,1,0
917,917,20,55,1,1
918,918,20,23,0,0
919,919,20,21,0,0
920,920,20,25,0,0
921,921,21,33,1,0
922,922,21,30,0,0
923,923,21,53,1,0
924,924,21,23,0,0
925,925,22,45,1,1
926,926,22,51,0,1
927,927,22,17,0,0
928,928,22,23,1,0
929,929,23,34,1,1
930,930,23,28,1,0
931,931,23,29,0,0
932,932,23,37,1,0
933,933,24,22,0,0
934,934,24,23,1,0
935,935,24,27,1,0
936,936,24,21,0,0
937,937,25,46,1,1
938,938,25,41,1,0
939,939,25,12,0,0
940,940,25,38,0,0
941,941,26,67,2,0
942,942,26,35,0,0
943,943,26,24,0,0
944,944,26,23,0,0
945,945,27,53,0,1
946,946,27,35,0,1
947,947,27,23,0,0
948,948,27,40,0,0
949,949,28,29,1,0
950,950,28,31,0,0
951,951,28,19,0,0
952,952,28,30,0,0
953,953,29,31,0,0
954,954,29,41,1,0
955,955,29,18,1,0
956,956,29,37,1,1
957,957,30,30,0,1
958,958,30,41,1,0
959,959,30,7,0,0
960,960,30,41,0,1
961,961,31,37,0,0
962,962,31,31,0,1
963,963,31,17,0,0
964,964,31,25,1,0
965,965,32,50,1,1
966,966,32,16,0,0
967,967,32,15,0,0
968,968,32,61,0,0
969,969,33,27,0,0
970,970,33,23,1,0
971,971,33,19,1,0
972,972,33,36,0,0
973,973,34,51,2,0
974,974,34,21,1,0
975,975,34,11,0,0
976,976,34,38,0,1
977,977,35,42,0,0
978,978,35,16,0,0
979,979,35,24,1,0
980,980,35,24,0,0
981,981,1,41,0,1
982,982,1,23,1,0
983,983,1,15,0,0
984,984,1,31,0,0
985,985,2,35,0,0
986,986,2,13,0,0
987,987,2,36,0,0
988,988,2,21,0,0
989,989,3,26,0,0
990,990,3,14,0,0
991,991,3,14,0,0
992,992,3,57,0,0
993,993,4,28,0,0
994,994,4,26,0,0
995,995,4,26,1,1
996,996,4,44,0,1
997,997,5,55,1,1
998,998,5,29,0,0
999,999,5,12,0,0
1000,1000,5,65,2,1
1001,1001,6,52,0,0
1002,1002,6,27,1,1
1003,1003,6,23,0,0
1004,1004,6,44,0,0
1005,1005,7,45,1,0
1006,1006,7,38,0,1
1007,1007,7,25,1,0
1008,1008,7,16,0,0
1009,1009,8,27,0,0
1010,1010,8,9,0,0
1011,1011,8,17,0,0
1012,1012,8,25,0,0
1013,1013,9,46,0,0
1014,1014,9,30,0,0
1015,1015,9,46,0,1
1016,1016,9,28,0,1
1017,1017,10,39,0,0
1018,1018,10,20,0,0
1019,1019,10,16,0,0
1020,1020,10,40,1,1
1021,1021,11,30,0,0
1022,1022,11,54,0,1
1023,1023,11,18,1,0
1024,1024,11,25,1,0
1025,1025,12,40,1,1
1026,1026,12,37,1,0
1027,1027,12,17,0,0
1028,1028,12,41,1,1
1029,1029,13,39,0,0
1030,1030,13,27,0,0
1031,1031,13,29,1,0
1032,1032,13,39,1,0
1033,1033,14,49,1,1
1034,1034,14,24,0,0
1035,1035,14,29,0,0
1036,1036,14,21,0,0
1037,1037,15,28,1,0
1038,1038,15,28,0,0
1039,1039,15,17,0,0
1040,1040,15,52,1,1
1041,1041,16,47,0,0
1042,1042,16,41,1,0
1043,1043,16,19,0,0
1044,1044,16,15,0,0
1045,1045,17,31,0,0
1046,1046,17,34,0,0
1047,1047,17,21,0,0
1048,1048,17,32,1,0
1049,1049,18,25,0,0
1050,1050,18,36,0,0
1051,1051,18,37,0,0
1052,1052,18,31,0,1
1053,1053,19,31,1,0
1054,1054,19,16,0,0
1055,1055,19,14,0,0
1056,1056,19,32,0,0
1057,1057,20,69,0,0
1058,1058,20,42,1,0
1059,1059,20,38,0,0
1060,1060,20,23,0,0
1061,1061,21,36,0,1
1062,1062,21,21,0,0
1063,1063,21,17,0,0
1064,1064,21,30,0,0
1065,1065,22,31,0,0
1066,1066,22,27,1,0
1067,1067,22,9,0,0
1068,1068,22,32,0,0
1069,1069,23,36,0,0
1070,1070,23,23,0,0
1071,1071,23,17,0,0
1072,1072,23,44,0,1
1073,1073,24,46,0,0
1074,1074,24,18,0,0
1075,1075,24,22,0,0
1076,1076,24,53,0,1
1077,1077,25,48,1,0
1078,1078,25,30,0,0
1079,1079,25,20,0,0
1080,1080,25,44,0,0
1081,1081,26,23,1,0
1082,1082,26,36,0,0
1083,1083,26,15,0,0
1084,1084,26,23,0,0
1085,1085,27,41,1,0
1086,1086,27,38,1,0
1087,1087,27,31,0,0
1088,1088,27,25,1,0
1089,1089,28,33,0,0
1090,1090,28,25,0,0
1091,1091,28,28,0,0
1092,1092,28,37,1,0
1093,1093,29,49,0,0
1094,1094,29,19,0,0
1095,1095,29,27,1,1
1096,1096,29,23,0,0
1097,1097,30,38,0,0
1098,1098,30,62,0,1
1099,1099,30,12,0,0
1100,1100,30,22,0,0
1101,1101,31,56,2,1
1102,1102,31,22,0,0
1103,1103,31,22,0,0
1104,1104,31,15,0,0
1105,1105,32,53,0,1
1106,1106,32,24,0,0
1107,1107,32,19,1,0
1108,1108,32,40,1,1
1109,1109,33,30,0,1
1110,1110,33,41,0,1
1111,1111,33,14,0,0
1112,1112,33,29,1,1
1113,1113,34,45,0,1
1114,1114,34,31,0,0
1115,1115,34,13,0,0
1116,1116,34,42,1,1
1117,1117,35,29,1,0
1118,1118,35,47,1,0
1119,1119,35,36,1,1
1120,1120,35,49,0,1
1121,1121,1,43,0,1
1122,1122,1,32,0,0
1123,1123,1,18,1,0
1124,1124,1,69,0,1
1125,1125,2,47,1,0
1126,1126,2,26,0,0
1127,1127,2,43,0,1
1128,1128,2,71,1,1
1129,1129,3,55,1,0
1130,1130,3,35,1,0
1131,1131,3,22,1,0
1132,1132,3,22,0,0
1133,1133,4,34,1,0
1134,1134,4,37,1,0
1135,1135,4,14,0,0
1136,1136,4,33,0,0
1137,1137,5,41,0,0
