id,distributionOrderId,flowerId,quantity
932,932,23,38
933,933,24,22
934,934,24,24
935,935,24,28
936,936,24,21
937,937,25,48
938,938,25,42
939,939,25,12
940,940,25,38
941,941,26,69
942,942,26,35
943,943,26,24
944,944,26,23
945,945,27,54
946,946,27,36
947,947,27,23
948,948,27,40
949,949,28,30
950,950,28,31
951,951,28,19
952,952,28,30
953,953,29,31
954,954,29,42
955,955,29,19
956,956,29,39
957,957,30,31
958,958,30,42
959,959,30,7
960,960,30,42
961,961,31,37
962,962,31,32
963,963,31,17
964,964,31,26
965,965,32,52
966,966,32,16
967,967,32,15
968,968,32,61
969,969,33,27
970,970,33,24
971,971,33,20
972,972,33,36
973,973,34,53
974,974,34,22
975,975,34,11
976,976,34,39
977,977,35,42
978,978,35,16
979,979,35,25
980,980,35,24
981,981,1,42
982,982,1,24
983,983,1,15
984,984,1,31
985,985,2,35
986,986,2,13
987,987,2,36
988,988,2,21
989,989,3,26
990,990,3,14
991,991,3,14
992,992,3,57
993,993,4,28
994,994,4,26
995,995,4,28
996,996,4,45
997,997,5,57
998,998,5,29
999,999,5,12
1000,1000,5,68
1001,1001,6,52
1002,1002,6,29
1003,1003,6,23
1004,1004,6,44
1005,1005,7,46
1006,1006,7,39
1007,1007,7,26
1008,1008,7,16
1009,1009,8,27
1010,1010,8,9
1011,1011,8,17
1012,1012,8,25
1013,1013,9,46
1014,1014,9,30
1015,1015,9,47
1016,1016,9,29
1017,1017,10,39
1018,1018,10,20
1019,1019,10,16
1020,1020,10,42
1021,1021,11,30
1022,1022,11,55
1023,1023,11,19
1024,1024,11,26
1025,1025,12,42
1026,1026,12,38
1027,1027,12,17
1028,1028,12,43
1029,1029,13,39
1030,1030,13,27
1031,1031,13,30
1032,1032,13,40
1033,1033,14,51
1034,1034,14,24
1035,1035,14,29
1036,1036,14,21
1037,1037,15,29
1038,1038,15,28
1039,1039,15,17
1040,1040,15,54
1041,1041,16,47
1042,1042,16,42
1043,1043,16,19
1044,1044,16,15
1045,1045,17,31
1046,1046,17,34
1047,1047,17,21
1048,1048,17,33
1049,1049,18,25
1050,1050,18,36
1051,1051,18,37
1052,1052,18,32
1053,1053,19,32
1054,1054,19,16
1055,1055,19,14
1056,1056,19,32
1057,1057,20,69
1058,1058,20,43
1059,1059,20,38
1060,1060,20,23
1061,1061,21,37
1062,1062,21,21
1063,1063,21,17
1064,1064,21,30
1065,1065,22,31
1066,1066,22,28
1067,1067,22,9
1068,1068,22,32
1069,1069,23,36
1070,1070,23,23
1071,1071,23,17
1072,1072,23,45
1073,1073,24,46
1074,1074,24,18
1075,1075,24,22
1076,1076,24,54
1077,1077,25,49
1078,1078,25,30
1079,1079,25,20
1080,1080,25,44
1081,1081,26,24
1082,1082,26,36
1083,1083,26,15
1084,1084,26,23
1085,1085,27,42
1086,1086,27,39
1087,1087,27,31
1088,1088,27,26
1089,1089,28,33
1090,1090,28,25
1091,1091,28,28
1092,1092,28,38
1093,1093,29,49
1094,1094,29,19
1095,1095,29,29
1096,1096,29,23
1097,1097,30,38
1098,1098,30,63
1099,1099,30,12
1100,1100,30,22
1101,1101,31,59
1102,1102,31,22
1103,1103,31,22
1104,1104,31,15
1105,1105,32,54
1106,1106,32,24
1107,1107,32,20
1108,1108,32,42
1109,1109,33,31
1110,1110,33,42
1111,1111,33,14
1112,1112,33,31
1113,1113,34,46
1114,1114,34,31
1115,1115,34,13
1116,1116,34,44
1117,1117,35,30
1118,1118,35,48
1119,1119,35,38
1120,1120,35,50
1121,1121,1,44
1122,1122,1,32
1123,1123,1,19
1124,1124,1,70
1125,1125,2,48
1126,1126,2,26
1127,1127,2,44
1128,1128,2,73
1129,1129,3,56
1130,1130,3,36
1131,1131,3,23
1132,1132,3,22
1133,1133,4,35
1134,1134,4,38
1135,1135,4,14
1136,1136,4,33
1137,1137,5,41
1138,1138,5,23
1139,1139,5,13
1140,1140,5,21
1141,1141,6,26
1142,1142,6,26
1143,1143,6,51
1144,1144,6,77
1145,1145,7,30
1146,1146,7,29
1147,1147,7,36
1148,1148,7,40
1149,1149,8,41
1150,1150,8,45
1151,1151,8,18
1152,1152,8,51
1153,1153,9,50
1154,1154,9,36
1155,1155,9,20
1156,1156,9,53
1157,1157,10,56
1158,1158,10,30
1159,1159,10,24
1160,1160,10,41
1161,1161,11,25
1162,1162,11,27
1163,1163,11,19
1164,1164,11,39
1165,1165,12,30
1166,1166,12,39
1167,1167,12,19
1168,1168,12,20
1169,1169,13,15
1170,1170,13,46
1171,1171,13,37
1172,1172,13,36
1173,1173,14,64
1174,1174,14,38
1175,1175,14,48
1176,1176,14,28
1177,1177,15,64
1178,1178,15,27
1179,1179,15,31
1180,1180,15,29
1181,1181,16,24
1182,1182,16,57
1183,1183,16,19
1184,1184,16,14
1185,1185,17,82
1186,1186,17,45
1187,1187,17,22
1188,1188,17,26
1189,1189,18,46
1190,1190,18,18
1191,1191,18,28
1192,1192,18,28
1193,1193,19,52
1194,1194,19,32
1195,1195,19,49
1196,1196,19,52
1197,1197,20,42
1198,1198,20,11
1199,1199,20,17
1200,1200,20,91
1201,1201,21,25
1202,1202,21,23
1203,1203,21,32
1204,1204,21,29
1205,1205,22,68
1206,1206,22,21
1207,1207,22,25
1208,1208,22,41
1209,1209,23,59
1210,1210,23,29
1211,1211,23,25
1212,1212,23,68
1213,1213,24,61
1214,1214,24,56
1215,1215,24,23
1216,1216,24,72
1217,1217,25,37
1218,1218,25,23
1219,1219,25,44
1220,1220,25,33
1221,1221,26,53
1222,1222,26,17
1223,1223,26,46
1224,1224,26,30
1225,1225,27,71
1226,1226,27,42
1227,1227,27,8
1228,1228,27,31
1229,1229,28,32
1230,1230,28,49
1231,1231,28,29
1232,1232,28,28
1233,1233,29,40
1234,1234,29,30
1235,1235,29,27
1236,1236,29,43
1237,1237,30,56
1238,1238,30,23
1239,1239,30,21
1240,1240,30,21
1241,1241,31,45
1242,1242,31,50
1243,1243,31,25
1244,1244,31,52
1245,1245,32,49
1246,1246,32,17
1247,1247,32,44
1248,1248,32,21
1249,1249,33,28
1250,1250,33,24
1251,1251,33,21
1252,1252,33,43
1253,1253,34,31
1254,1254,34,64
1255,1255,34,27
1256,1256,34,32
1257,1257,35,41
1258,1258,35,36
1259,1259,35,22
1260,1260,35,40
1261,1261,1,90
1262,1262,1,64
1263,1263,1,22
1264,1264,1,25
1265,1265,2,29
1266,1266,2,42
1267,1267,2,32
1268,1268,2,61
1269,1269,3,40
1270,1270,3,38
1271,1271,3,21
1272,1272,3,55
1273,1273,4,48
1274,1274,4,22
1275,1275,4,37
1276,1276,4,31
1277,1277,5,47
1278,1278,5,33
1279,1279,5,22
1280,1280,5,30
1281,1281,6,64
1282,1282,6,39
1283,1283,6,38
1284,1284,6,35
1285,1285,7,52
1286,1286,7,35
1287,1287,7,29
1288,1288,7,54
1289,1289,8,64
1290,1290,8,26
1291,1291,8,28
1292,1292,8,33
1293,1293,9,78
1294,1294,9,86
1295,1295,9,27
1296,1296,9,30
1297,1297,10,36
1298,1298,10,28
1299,1299,10,36
1300,1300,10,26
1301,1301,11,48
1302,1302,11,26
1303,1303,11,44
1304,1304,11,40
1305,1305,12,35
1306,1306,12,28
1307,1307,12,47
1308,1308,12,53
1309,1309,13,27
1310,1310,13,28
1311,1311,13,45
1312,1312,13,66
1313,1313,14,48
1314,1314,14,25
1315,1315,14,19
1316,1316,14,33
1317,1317,15,45
1318,1318,15,47
1319,1319,15,36
1320,1320,15,50
1321,1321,16,37
1322,1322,16,19
1323,1323,16,25
1324,1324,16,48
1325,1325,17,32
1326,1326,17,28
1327,1327,17,19
1328,1328,17,54
1329,1329,18,83
1330,1330,18,27
1331,1331,18,46
1332,1332,18,26
1333,1333,19,39
1334,1334,19,60
1335,1335,19,60
1336,1336,19,55
1337,1337,20,80
1338,1338,20,35
1339,1339,20,41
1340,1340,20,43
1341,1341,21,30
1342,1342,21,30
1343,1343,21,52
1344,1344,21,62
1345,1345,22,33
1346,1346,22,24
1347,1347,22,15
1348,1348,22,38
1349,1349,23,79
1350,1350,23,50
1351,1351,23,27
1352,1352,23,77
1353,1353,24,101
1354,1354,24,58
1355,1355,24,47
1356,1356,24,45
1357,1357,25,50
1358,1358,25,39
1359,1359,25,26
1360,1360,25,55
1361,1361,26,46
1362,1362,26,23
1363,1363,26,22
1364,1364,26,56
1365,1365,27,34
1366,1366,27,48
1367,1367,27,11
1368,1368,27,39
1369,1369,28,64
1370,1370,28,19
1371,1371,28,33
1372,1372,28,40
1373,1373,29,68
1374,1374,29,28
1375,1375,29,52
1376,1376,29,34
1377,1377,30,67
1378,1378,30,41
1379,1379,30,26
1380,1380,30,51
1381,1381,31,57
1382,1382,31,16
1383,1383,31,26
1384,1384,31,33
1385,1385,32,38
1386,1386,32,61
1387,1387,32,25
1388,1388,32,63
1389,1389,33,47
1390,1390,33,33
1391,1391,33,23
1392,1392,33,50
1393,1393,34,52
1394,1394,34,32
1395,1395,34,21
1396,1396,34,32
1397,1397,35,86
1398,1398,35,33
1399,1399,35,23
1400,1400,35,30
1401,1401,1,45
1402,1402,1,79
1403,1403,1,46
1404,1404,1,41
1405,1405,2,56
1406,1406,2,49
1407,1407,2,50
1408,1408,2,51
1409,1409,3,80
1410,1410,3,66
1411,1411,3,31
1412,1412,3,40
1413,1413,4,33
1414,1414,4,62
1415,1415,4,29
1416,1416,4,77
1417,1417,5,61
1418,1418,5,45
1419,1419,5,23
1420,1420,5,48
1421,1421,6,90
1422,1422,6,42
1423,1423,6,42
1424,1424,6,110
1425,1425,7,98
1426,1426,7,37
1427,1427,7,37
1428,1428,7,83
1429,1429,8,63
1430,1430,8,33
1431,1431,8,52
1432,1432,8,27
1433,1433,9,70
1434,1434,9,70
1435,1435,9,46
1436,1436,9,87
1437,1437,10,60
1438,1438,10,63
1439,1439,10,44
1440,1440,10,30
1441,1441,11,70
1442,1442,11,49
1443,1443,11,50
1444,1444,11,44
1445,1445,12,59
1446,1446,12,40
1447,1447,12,32
1448,1448,12,50
1449,1449,13,89
1450,1450,13,44
1451,1451,13,61
1452,1452,13,71
1453,1453,14,68
1454,1454,14,34
1455,1455,14,57
1456,1456,14,48
1457,1457,15,82
1458,1458,15,40
1459,1459,15,36
1460,1460,15,57
1461,1461,16,33
1462,1462,16,22
1463,1463,16,46
1464,1464,16,66
1465,1465,17,61
1466,1466,17,30
1467,1467,17,27
1468,1468,17,38
1469,1469,18,57
1470,1470,18,37
1471,1471,18,66
1472,1472,18,45
1473,1473,19,72
1474,1474,19,33
1475,1475,19,19
1476,1476,19,61
1477,1477,20,42
1478,1478,20,35
1479,1479,20,47
1480,1480,20,27
1481,1481,21,40
1482,1482,21,48
1483,1483,21,59
1484,1484,21,27
1485,1485,22,90
1486,1486,22,46
1487,1487,22,21
1488,1488,22,38
1489,1489,23,74
1490,1490,23,36
1491,1491,23,45
1492,1492,23,48
1493,1493,24,56
1494,1494,24,51
1495,1495,24,42
1496,1496,24,43
1497,1497,25,39
1498,1498,25,83
1499,1499,25,55
1500,1500,25,44
1501,1501,26,71
1502,1502,26,34
1503,1503,26,45
1504,1504,26,43
1505,1505,27,73
1506,1506,27,51
1507,1507,27,69
1508,1508,27,31
1509,1509,28,40
1510,1510,28,65
1511,1511,28,19
1512,1512,28,61
1513,1513,29,90
1514,1514,29,52
1515,1515,29,10
1516,1516,29,37
1517,1517,30,50
1518,1518,30,60
1519,1519,30,39
1520,1520,30,67
1521,1521,31,68
1522,1522,31,71
1523,1523,31,25
1524,1524,31,81
1525,1525,32,57
1526,1526,32,21
1527,1527,32,41
1528,1528,32,78
1529,1529,33,90
1530,1530,33,9
1531,1531,33,37
1532,1532,33,38
1533,1533,34,74
1534,1534,34,44
1535,1535,34,38
1536,1536,34,60
1537,1537,35,81
1538,1538,35,59
1539,1539,35,24
1540,1540,35,111
1541,1541,1,61
1542,1542,1,157
1543,1543,1,85
1544,1544,1,49
1545,1545,2,120
1546,1546,2,59
1547,1547,2,56
1548,1548,2,62
1549,1549,3,112
1550,1550,3,56
1551,1551,3,60
1552,1552,3,79
1553,1553,4,159
1554,1554,4,99
1555,1555,4,68
1556,1556,4,160
1557,1557,5,63
1558,1558,5,29
1559,1559,5,78
1560,1560,5,96
1561,1561,6,69
1562,1562,6,65
1563,1563,6,67
1564,1564,6,77
1565,1565,7,77
1566,1566,7,83
1567,1567,7,63
1568,1568,7,99
1569,1569,8,105
1570,1570,8,106
1571,1571,8,61
1572,1572,8,82
1573,1573,9,176
1574,1574,9,100
1575,1575,9,62
1576,1576,9,112
1577,1577,10,33
1578,1578,10,80
1579,1579,10,61
1580,1580,10,74
1581,1581,11,100
1582,1582,11,87
1583,1583,11,115
1584,1584,11,32
1585,1585,12,130
1586,1586,12,78
1587,1587,12,60
1588,1588,12,94
1589,1589,13,122
1590,1590,13,51
1591,1591,13,16
1592,1592,13,60
1593,1593,14,112
1594,1594,14,88
1595,1595,14,33
1596,1596,14,97
