id,branchId,flowerId,sourceOrderId,quantity,shippedAt
67,3,17,67,19,2025-07-29
68,4,17,68,22,2025-07-29
69,1,18,69,50,2025-07-29
70,2,18,70,16,2025-07-29
71,3,18,71,18,2025-07-29
72,4,18,72,32,2025-07-29
73,1,19,73,31,2025-07-29
74,2,19,74,33,2025-07-29
75,3,19,75,32,2025-07-29
76,4,19,76,26,2025-07-29
77,1,20,77,37,2025-07-29
78,2,20,78,9,2025-07-29
79,3,20,79,15,2025-07-29
80,4,20,80,45,2025-07-29
81,1,21,81,35,2025-07-29
82,2,21,82,16,2025-07-29
83,3,21,83,31,2025-07-29
84,4,21,84,40,2025-07-29
85,1,22,85,62,2025-07-29
86,2,22,86,25,2025-07-29
87,3,22,87,21,2025-07-29
88,4,22,88,17,2025-07-29
89,1,23,89,54,2025-07-29
90,2,23,90,28,2025-07-29
91,3,23,91,32,2025-07-29
92,4,23,92,19,2025-07-29
93,1,24,93,36,2025-07-29
94,2,24,94,20,2025-07-29
95,3,24,95,19,2025-07-29
96,4,24,96,21,2025-07-29
97,1,25,97,17,2025-07-29
98,2,25,98,11,2025-07-29
99,3,25,99,24,2025-07-29
100,4,25,100,34,2025-07-29
101,1,26,101,18,2025-07-29
102,2,26,102,34,2025-07-29
103,3,26,103,39,2025-07-29
104,4,26,104,41,2025-07-29
105,1,27,105,55,2025-07-29
106,2,27,106,42,2025-07-29
107,3,27,107,16,2025-07-29
108,4,27,108,48,2025-07-29
109,1,28,109,20,2025-07-29
110,2,28,110,27,2025-07-29
111,3,28,111,26,2025-07-29
112,4,28,112,25,2025-07-29
113,1,29,113,42,2025-07-29
114,2,29,114,37,2025-07-29
115,3,29,115,17,2025-07-29
116,4,29,116,34,2025-07-29
117,1,30,117,69,2025-07-29
118,2,30,118,24,2025-07-29
119,3,30,119,13,2025-07-29
120,4,30,120,65,2025-07-29
121,1,31,121,35,2025-07-29
122,2,31,122,28,2025-07-29
123,3,31,123,19,2025-07-29
124,4,31,124,33,2025-07-29
125,1,32,125,30,2025-07-29
126,2,32,126,13,2025-07-29
127,3,32,127,21,2025-07-29
128,4,32,128,59,2025-07-29
129,1,33,129,57,2025-07-29
130,2,33,130,39,2025-07-29
131,3,33,131,20,2025-07-29
132,4,33,132,45,2025-07-29
133,1,34,133,41,2025-07-29
134,2,34,134,25,2025-07-29
135,3,34,135,21,2025-07-29
136,4,34,136,32,2025-07-29
137,1,35,137,43,2025-07-29
138,2,35,138,38,2025-07-29
139,3,35,139,22,2025-07-29
140,4,35,140,36,2025-07-29
141,1,1,141,49,2025-07-30
142,2,1,142,26,2025-07-30
143,3,1,143,24,2025-07-30
144,4,1,144,24,2025-07-30
145,1,2,145,31,2025-07-30
146,2,2,146,40,2025-07-30
147,3,2,147,46,2025-07-30
148,4,2,148,24,2025-07-30
149,1,3,149,72,2025-07-30
150,2,3,150,33,2025-07-30
151,3,3,151,23,2025-07-30
152,4,3,152,27,2025-07-30
153,1,4,153,45,2025-07-30
154,2,4,154,36,2025-07-30
155,3,4,155,26,2025-07-30
156,4,4,156,35,2025-07-30
157,1,5,157,92,2025-07-30
158,2,5,158,24,2025-07-30
159,3,5,159,23,2025-07-30
160,4,5,160,44,2025-07-30
161,1,6,161,34,2025-07-30
162,2,6,162,16,2025-07-30
163,3,6,163,15,2025-07-30
164,4,6,164,45,2025-07-30
165,1,7,165,60,2025-07-30
166,2,7,166,32,2025-07-30
167,3,7,167,8,2025-07-30
168,4,7,168,22,2025-07-30
169,1,8,169,39,2025-07-30
170,2,8,170,16,2025-07-30
171,3,8,171,18,2025-07-30
172,4,8,172,17,2025-07-30
173,1,9,173,30,2025-07-30
174,2,9,174,21,2025-07-30
175,3,9,175,27,2025-07-30
176,4,9,176,29,2025-07-30
177,1,10,177,49,2025-07-30
178,2,10,178,50,2025-07-30
179,3,10,179,19,2025-07-30
180,4,10,180,38,2025-07-30
181,1,11,181,34,2025-07-30
182,2,11,182,32,2025-07-30
183,3,11,183,18,2025-07-30
184,4,11,184,30,2025-07-30
185,1,12,185,56,2025-07-30
186,2,12,186,35,2025-07-30
187,3,12,187,32,2025-07-30
188,4,12,188,45,2025-07-30
189,1,13,189,52,2025-07-30
190,2,13,190,24,2025-07-30
191,3,13,191,34,2025-07-30
192,4,13,192,18,2025-07-30
193,1,14,193,44,2025-07-30
194,2,14,194,34,2025-07-30
195,3,14,195,16,2025-07-30
196,4,14,196,25,2025-07-30
197,1,15,197,44,2025-07-30
198,2,15,198,57,2025-07-30
199,3,15,199,14,2025-07-30
200,4,15,200,19,2025-07-30
201,1,16,201,59,2025-07-30
202,2,16,202,47,2025-07-30
203,3,16,203,28,2025-07-30
204,4,16,204,55,2025-07-30
205,1,17,205,37,2025-07-30
206,2,17,206,17,2025-07-30
207,3,17,207,26,2025-07-30
208,4,17,208,35,2025-07-30
209,1,18,209,48,2025-07-30
210,2,18,210,43,2025-07-30
211,3,18,211,31,2025-07-30
212,4,18,212,16,2025-07-30
213,1,19,213,41,2025-07-30
214,2,19,214,27,2025-07-30
215,3,19,215,38,2025-07-30
216,4,19,216,20,2025-07-30
217,1,20,217,47,2025-07-30
218,2,20,218,46,2025-07-30
219,3,20,219,16,2025-07-30
220,4,20,220,20,2025-07-30
221,1,21,221,40,2025-07-30
222,2,21,222,33,2025-07-30
223,3,21,223,18,2025-07-30
224,4,21,224,64,2025-07-30
225,1,22,225,60,2025-07-30
226,2,22,226,41,2025-07-30
227,3,22,227,20,2025-07-30
228,4,22,228,30,2025-07-30
229,1,23,229,49,2025-07-30
230,2,23,230,54,2025-07-30
231,3,23,231,12,2025-07-30
232,4,23,232,52,2025-07-30
233,1,24,233,52,2025-07-30
234,2,24,234,7,2025-07-30
235,3,24,235,33,2025-07-30
236,4,24,236,29,2025-07-30
237,1,25,237,59,2025-07-30
238,2,25,238,40,2025-07-30
239,3,25,239,26,2025-07-30
240,4,25,240,55,2025-07-30
241,1,26,241,37,2025-07-30
242,2,26,242,43,2025-07-30
243,3,26,243,27,2025-07-30
244,4,26,244,24,2025-07-30
245,1,27,245,67,2025-07-30
246,2,27,246,38,2025-07-30
247,3,27,247,19,2025-07-30
248,4,27,248,42,2025-07-30
249,1,28,249,13,2025-07-30
250,2,28,250,45,2025-07-30
251,3,28,251,15,2025-07-30
252,4,28,252,43,2025-07-30
253,1,29,253,53,2025-07-30
254,2,29,254,27,2025-07-30
255,3,29,255,23,2025-07-30
256,4,29,256,54,2025-07-30
257,1,30,257,64,2025-07-30
258,2,30,258,27,2025-07-30
259,3,30,259,52,2025-07-30
260,4,30,260,14,2025-07-30
261,1,31,261,14,2025-07-30
262,2,31,262,41,2025-07-30
263,3,31,263,20,2025-07-30
264,4,31,264,31,2025-07-30
265,1,32,265,24,2025-07-30
266,2,32,266,26,2025-07-30
267,3,32,267,19,2025-07-30
268,4,32,268,52,2025-07-30
269,1,33,269,54,2025-07-30
270,2,33,270,26,2025-07-30
271,3,33,271,35,2025-07-30
272,4,33,272,52,2025-07-30
273,1,34,273,57,2025-07-30
274,2,34,274,27,2025-07-30
275,3,34,275,19,2025-07-30
276,4,34,276,46,2025-07-30
277,1,35,277,43,2025-07-30
278,2,35,278,10,2025-07-30
279,3,35,279,23,2025-07-30
280,4,35,280,29,2025-07-30
281,1,1,281,63,2025-07-31
282,2,1,282,37,2025-07-31
283,3,1,283,33,2025-07-31
284,4,1,284,26,2025-07-31
285,1,2,285,62,2025-07-31
286,2,2,286,14,2025-07-31
287,3,2,287,25,2025-07-31
288,4,2,288,27,2025-07-31
289,1,3,289,28,2025-07-31
290,2,3,290,34,2025-07-31
291,3,3,291,21,2025-07-31
292,4,3,292,66,2025-07-31
293,1,4,293,44,2025-07-31
294,2,4,294,29,2025-07-31
295,3,4,295,42,2025-07-31
296,4,4,296,47,2025-07-31
297,1,5,297,80,2025-07-31
298,2,5,298,15,2025-07-31
299,3,5,299,12,2025-07-31
300,4,5,300,74,2025-07-31
301,1,6,301,50,2025-07-31
302,2,6,302,17,2025-07-31
303,3,6,303,44,2025-07-31
304,4,6,304,23,2025-07-31
305,1,7,305,47,2025-07-31
306,2,7,306,37,2025-07-31
307,3,7,307,17,2025-07-31
308,4,7,308,32,2025-07-31
309,1,8,309,70,2025-07-31
310,2,8,310,31,2025-07-31
311,3,8,311,21,2025-07-31
312,4,8,312,44,2025-07-31
313,1,9,313,34,2025-07-31
314,2,9,314,18,2025-07-31
315,3,9,315,31,2025-07-31
316,4,9,316,63,2025-07-31
317,1,10,317,26,2025-07-31
318,2,10,318,39,2025-07-31
319,3,10,319,17,2025-07-31
320,4,10,320,70,2025-07-31
321,1,11,321,22,2025-07-31
322,2,11,322,45,2025-07-31
323,3,11,323,39,2025-07-31
324,4,11,324,45,2025-07-31
325,1,12,325,56,2025-07-31
326,2,12,326,41,2025-07-31
327,3,12,327,25,2025-07-31
328,4,12,328,73,2025-07-31
329,1,13,329,61,2025-07-31
330,2,13,330,37,2025-07-31
331,3,13,331,33,2025-07-31
332,4,13,332,36,2025-07-31
333,1,14,333,49,2025-07-31
334,2,14,334,39,2025-07-31
335,3,14,335,35,2025-07-31
336,4,14,336,52,2025-07-31
337,1,15,337,37,2025-07-31
338,2,15,338,16,2025-07-31
339,3,15,339,47,2025-07-31
340,4,15,340,55,2025-07-31
341,1,16,341,42,2025-07-31
342,2,16,342,22,2025-07-31
343,3,16,343,45,2025-07-31
344,4,16,344,35,2025-07-31
345,1,17,345,49,2025-07-31
346,2,17,346,33,2025-07-31
347,3,17,347,18,2025-07-31
348,4,17,348,40,2025-07-31
349,1,18,349,65,2025-07-31
350,2,18,350,24,2025-07-31
351,3,18,351,30,2025-07-31
352,4,18,352,36,2025-07-31
353,1,19,353,69,2025-07-31
354,2,19,354,34,2025-07-31
355,3,19,355,24,2025-07-31
356,4,19,356,22,2025-07-31
357,1,20,357,59,2025-07-31
358,2,20,358,43,2025-07-31
359,3,20,359,24,2025-07-31
360,4,20,360,48,2025-07-31
361,1,21,361,67,2025-07-31
362,2,21,362,24,2025-07-31
363,3,21,363,38,2025-07-31
364,4,21,364,27,2025-07-31
365,1,22,365,58,2025-07-31
366,2,22,366,55,2025-07-31
367,3,22,367,34,2025-07-31
368,4,22,368,29,2025-07-31
369,1,23,369,88,2025-07-31
370,2,23,370,51,2025-07-31
371,3,23,371,12,2025-07-31
372,4,23,372,38,2025-07-31
373,1,24,373,62,2025-07-31
374,2,24,374,36,2025-07-31
375,3,24,375,34,2025-07-31
376,4,24,376,29,2025-07-31
377,1,25,377,42,2025-07-31
378,2,25,378,18,2025-07-31
379,3,25,379,23,2025-07-31
380,4,25,380,67,2025-07-31
381,1,26,381,61,2025-07-31
382,2,26,382,52,2025-07-31
383,3,26,383,16,2025-07-31
384,4,26,384,30,2025-07-31
385,1,27,385,30,2025-07-31
386,2,27,386,61,2025-07-31
387,3,27,387,40,2025-07-31
388,4,27,388,31,2025-07-31
389,1,28,389,35,2025-07-31
390,2,28,390,23,2025-07-31
391,3,28,391,31,2025-07-31
392,4,28,392,34,2025-07-31
393,1,29,393,38,2025-07-31
394,2,29,394,15,2025-07-31
395,3,29,395,34,2025-07-31
396,4,29,396,54,2025-07-31
397,1,30,397,62,2025-07-31
398,2,30,398,44,2025-07-31
399,3,30,399,29,2025-07-31
400,4,30,400,26,2025-07-31
401,1,31,401,39,2025-07-31
402,2,31,402,56,2025-07-31
403,3,31,403,49,2025-07-31
404,4,31,404,58,2025-07-31
405,1,32,405,60,2025-07-31
406,2,32,406,29,2025-07-31
407,3,32,407,27,2025-07-31
408,4,32,408,48,2025-07-31
409,1,33,409,25,2025-07-31
410,2,33,410,59,2025-07-31
411,3,33,411,44,2025-07-31
412,4,33,412,46,2025-07-31
413,1,34,413,70,2025-07-31
414,2,34,414,22,2025-07-31
415,3,34,415,25,2025-07-31
416,4,34,416,44,2025-07-31
417,1,35,417,48,2025-07-31
418,2,35,418,51,2025-07-31
419,3,35,419,39,2025-07-31
420,4,35,420,55,2025-07-31
422,2,1,422,33,2025-08-01
424,4,1,424,21,2025-08-01
429,1,3,429,31,2025-08-01
430,2,3,430,19,2025-08-01
432,4,3,432,23,2025-08-01
433,1,4,433,24,2025-08-01
434,2,4,434,16,2025-08-01
438,2,5,438,24,2025-08-01
439,3,5,439,32,2025-08-01
441,1,6,441,8,2025-08-01
444,4,6,444,20,2025-08-01
445,1,7,445,30,2025-08-01
449,1,8,449,6,2025-08-01
450,2,8,450,14,2025-08-01
452,4,8,452,32,2025-08-01
453,1,9,453,19,2025-08-01
455,3,9,455,15,2025-08-01
457,1,10,457,44,2025-08-01
458,2,10,458,34,2025-08-01
459,3,10,459,32,2025-08-01
461,1,11,461,23,2025-08-01
464,4,11,464,19,2025-08-01
466,2,12,466,26,2025-08-01
467,3,12,467,4,2025-08-01
468,4,12,468,3,2025-08-01
469,1,13,469,3,2025-08-01
471,3,13,471,14,2025-08-01
473,1,14,473,66,2025-08-01
475,3,14,475,9,2025-08-01
476,4,14,476,23,2025-08-01
480,4,15,480,15,2025-08-01
481,1,16,481,33,2025-08-01
482,2,16,482,47,2025-08-01
485,1,17,485,19,2025-08-01
486,2,17,486,7,2025-08-01
488,4,17,488,57,2025-08-01
489,1,18,489,9,2025-08-01
491,3,18,491,47,2025-08-01
492,4,18,492,19,2025-08-01
493,1,19,493,4,2025-08-01
496,4,19,496,14,2025-08-01
497,1,20,497,30,2025-08-01
498,2,20,498,20,2025-08-01
501,1,21,501,23,2025-08-01
502,2,21,502,49,2025-08-01
507,3,22,507,5,2025-08-01
508,4,22,508,25,2025-08-01
510,2,23,510,19,2025-08-01
513,1,24,513,13,2025-08-01
515,3,24,515,27,2025-08-01
516,4,24,516,15,2025-08-01
525,1,27,525,12,2025-08-01
527,3,27,527,10,2025-08-01
528,4,27,528,53,2025-08-01
531,3,28,531,28,2025-08-01
533,1,29,533,33,2025-08-01
535,3,29,535,8,2025-08-01
536,4,29,536,23,2025-08-01
538,2,30,538,35,2025-08-01
539,3,30,539,13,2025-08-01
543,3,31,543,5,2025-08-01
545,1,32,545,27,2025-08-01
546,2,32,546,63,2025-08-01
547,3,32,547,18,2025-08-01
553,1,34,553,22,2025-08-01
554,2,34,554,31,2025-08-01
556,4,34,556,6,2025-08-01
557,1,35,557,78,2025-08-01
559,3,35,559,15,2025-08-01
560,4,35,560,11,2025-08-01
566,2,2,566,41,2025-08-02
570,2,3,570,50,2025-08-02
571,3,3,571,17,2025-08-02
573,1,4,573,7,2025-08-02
574,2,4,574,17,2025-08-02
576,4,4,576,64,2025-08-02
581,1,6,581,54,2025-08-02
584,4,6,584,25,2025-08-02
588,4,7,588,23,2025-08-02
590,2,8,590,34,2025-08-02
591,3,8,591,13,2025-08-02
595,3,9,595,38,2025-08-02
596,4,9,596,35,2025-08-02
597,1,10,597,1,2025-08-02
600,4,10,600,21,2025-08-02
604,4,11,604,12,2025-08-02
607,3,12,607,19,2025-08-02
608,4,12,608,48,2025-08-02
611,3,13,611,16,2025-08-02
616,4,14,616,8,2025-08-02
617,1,15,617,50,2025-08-02
620,4,15,620,13,2025-08-02
621,1,16,621,14,2025-08-02
622,2,16,622,35,2025-08-02
623,3,16,623,7,2025-08-02
624,4,16,624,26,2025-08-02
625,1,17,625,51,2025-08-02
626,2,17,626,38,2025-08-02
634,2,19,634,16,2025-08-02
636,4,19,636,6,2025-08-02
640,4,20,640,1,2025-08-02
647,3,22,647,35,2025-08-02
648,4,22,648,2,2025-08-02
650,2,23,650,15,2025-08-02
654,2,24,654,24,2025-08-02
656,4,24,656,29,2025-08-02
657,1,25,657,55,2025-08-02
660,4,25,660,17,2025-08-02
662,2,26,662,24,2025-08-02
664,4,26,664,37,2025-08-02
665,1,27,665,38,2025-08-02
667,3,27,667,45,2025-08-02
669,1,28,669,3,2025-08-02
670,2,28,670,62,2025-08-02
674,2,29,674,36,2025-08-02
678,2,30,678,3,2025-08-02
683,3,31,683,37,2025-08-02
684,4,31,684,8,2025-08-02
686,2,32,686,16,2025-08-02
692,4,33,692,5,2025-08-02
699,3,35,699,15,2025-08-02
700,4,35,700,62,2025-08-02
704,4,1,704,50,2025-08-03
707,3,2,707,1,2025-08-03
708,4,2,708,2,2025-08-03
713,1,4,713,15,2025-08-03
716,4,4,716,47,2025-08-03
730,2,8,730,29,2025-08-03
735,3,9,735,9,2025-08-03
737,1,10,737,17,2025-08-03
738,2,10,738,17,2025-08-03
739,3,10,739,31,2025-08-03
742,2,11,742,14,2025-08-03
756,4,14,756,32,2025-08-03
760,4,15,760,38,2025-08-03
761,1,16,761,36,2025-08-03
762,2,16,762,30,2025-08-03
763,3,16,763,17,2025-08-03
764,4,16,764,72,2025-08-03
766,2,17,766,35,2025-08-03
781,1,21,781,14,2025-08-03
782,2,21,782,10,2025-08-03
785,1,22,785,11,2025-08-03
791,3,23,791,12,2025-08-03
802,2,26,802,21,2025-08-03
804,4,26,804,32,2025-08-03
805,1,27,805,6,2025-08-03
813,1,29,813,31,2025-08-03
816,4,29,816,9,2025-08-03
822,2,31,822,5,2025-08-03
827,3,32,827,21,2025-08-03
832,4,33,832,39,2025-08-03
844,4,1,844,9,2025-08-04
902,2,16,902,26,2025-08-04
956,4,29,956,5,2025-08-04
1283,3,6,1283,3,2025-08-07
1423,3,6,1423,11,2025-08-08
1563,3,6,1563,10,2025-08-09
1703,3,6,1703,21,2025-08-10
1742,2,16,1742,10,2025-08-10
1882,2,16,1882,22,2025-08-11
2257,1,5,2257,11,2025-08-14
2394,2,4,2394,17,2025-08-15
2397,1,5,2397,94,2025-08-15
2404,4,6,2404,72,2025-08-15
2442,2,16,2442,14,2025-08-15
2474,2,24,2474,16,2025-08-15
2502,2,31,2502,88,2025-08-15
2522,2,1,2522,10,2025-08-16
2523,3,1,2523,2,2025-08-16
2534,2,4,2534,86,2025-08-16
2537,1,5,2537,65,2025-08-16
2543,3,6,2543,15,2025-08-16
2544,4,6,2544,32,2025-08-16
2548,4,7,2548,60,2025-08-16
2556,4,9,2556,7,2025-08-16
2562,2,11,2562,45,2025-08-16
2566,2,12,2566,11,2025-08-16
2582,2,16,2582,15,2025-08-16
2589,1,18,2589,13,2025-08-16
2597,1,20,2597,53,2025-08-16
2603,3,21,2603,59,2025-08-16
2614,2,24,2614,52,2025-08-16
2627,3,27,2627,39,2025-08-16
2630,2,28,2630,23,2025-08-16
2633,1,29,2633,64,2025-08-16
2642,2,31,2642,40,2025-08-16
2663,3,1,2663,44,2025-08-17
2674,2,4,2674,71,2025-08-17
2681,1,6,2681,47,2025-08-17
2683,3,6,2683,41,2025-08-17
2684,4,6,2684,16,2025-08-17
2685,1,7,2685,130,2025-08-17
2686,2,7,2686,18,2025-08-17
2696,4,9,2696,97,2025-08-17
2698,2,10,2698,46,2025-08-17
2702,2,11,2702,86,2025-08-17
2706,2,12,2706,60,2025-08-17
2707,3,12,2707,2,2025-08-17
2711,3,13,2711,7,2025-08-17
2722,2,16,2722,16,2025-08-17
2729,1,18,2729,93,2025-08-17
2737,1,20,2737,3,2025-08-17
2745,1,22,2745,100,2025-08-17
2754,2,24,2754,53,2025-08-17
2761,1,26,2761,24,2025-08-17
2767,3,27,2767,90,2025-08-17
2770,2,28,2770,37,2025-08-17
2773,1,29,2773,111,2025-08-17
2782,2,31,2782,34,2025-08-17
2803,3,1,2803,30,2025-08-18
2814,2,4,2814,39,2025-08-18
2823,3,6,2823,8,2025-08-18
2826,2,7,2826,41,2025-08-18
2828,4,7,2828,18,2025-08-18
2836,4,9,2836,34,2025-08-18
2846,2,12,2846,34,2025-08-18
2847,3,12,2847,33,2025-08-18
2862,2,16,2862,22,2025-08-18
2885,1,22,2885,46,2025-08-18
2903,3,26,2903,6,2025-08-18
2910,2,28,2910,16,2025-08-18
2912,4,28,2912,27,2025-08-18
2913,1,29,2913,29,2025-08-18
2916,4,29,2916,11,2025-08-18
2922,2,31,2922,3,2025-08-18
2976,4,9,2976,19,2025-08-19
2991,3,13,2991,48,2025-08-19
2994,2,14,2994,17,2025-08-19
3023,3,21,3023,7,2025-08-19
3052,4,28,3052,4,2025-08-19
3056,4,29,3056,9,2025-08-19
3062,2,31,3062,12,2025-08-19
3106,2,7,3106,2,2025-08-20
3116,4,9,3116,14,2025-08-20
3117,1,10,3117,11,2025-08-20
3121,1,11,3121,13,2025-08-20
3122,2,11,3122,36,2025-08-20
3126,2,12,3126,2,2025-08-20
3131,3,13,3131,19,2025-08-20
3137,1,15,3137,14,2025-08-20
3163,3,21,3163,41,2025-08-20
3192,4,28,3192,17,2025-08-20
3196,4,29,3196,14,2025-08-20
3222,2,1,3222,39,2025-08-21
3231,3,3,3231,32,2025-08-21
3234,2,4,3234,53,2025-08-21
3246,2,7,3246,65,2025-08-21
3255,3,9,3255,2,2025-08-21
3256,4,9,3256,64,2025-08-21
3257,1,10,3257,9,2025-08-21
3261,1,11,3261,5,2025-08-21
3262,2,11,3262,4,2025-08-21
3266,2,12,3266,53,2025-08-21
3267,3,12,3267,28,2025-08-21
3271,3,13,3271,30,2025-08-21
3277,1,15,3277,42,2025-08-21
3292,4,18,3292,52,2025-08-21
3312,4,23,3312,48,2025-08-21
3319,3,25,3319,22,2025-08-21
3323,3,26,3323,17,2025-08-21
3327,3,27,3327,30,2025-08-21
3330,2,28,3330,12,2025-08-21
3332,4,28,3332,7,2025-08-21
3336,4,29,3336,13,2025-08-21
3343,3,31,3343,74,2025-08-21
3362,2,1,3362,50,2025-08-22
3371,3,3,3371,59,2025-08-22
3372,4,3,3372,29,2025-08-22
3374,2,4,3374,36,2025-08-22
3377,1,5,3377,4,2025-08-22
3379,3,5,3379,3,2025-08-22
3381,1,6,3381,26,2025-08-22
3383,3,6,3383,21,2025-08-22
3384,4,6,3384,9,2025-08-22
3385,1,7,3385,111,2025-08-22
3386,2,7,3386,83,2025-08-22
3387,3,7,3387,22,2025-08-22
3388,4,7,3388,7,2025-08-22
3393,1,9,3393,95,2025-08-22
3395,3,9,3395,73,2025-08-22
3396,4,9,3396,57,2025-08-22
3397,1,10,3397,47,2025-08-22
3398,2,10,3398,1,2025-08-22
3400,4,10,3400,28,2025-08-22
3401,1,11,3401,25,2025-08-22
3402,2,11,3402,11,2025-08-22
3406,2,12,3406,56,2025-08-22
3407,3,12,3407,80,2025-08-22
3411,3,13,3411,44,2025-08-22
3414,2,14,3414,53,2025-08-22
3417,1,15,3417,58,2025-08-22
3418,2,15,3418,3,2025-08-22
3421,1,16,3421,16,2025-08-22
3423,3,16,3423,28,2025-08-22
3427,3,17,3427,34,2025-08-22
3428,4,17,3428,28,2025-08-22
3429,1,18,3429,14,2025-08-22
3432,4,18,3432,44,2025-08-22
3437,1,20,3437,11,2025-08-22
3459,3,25,3459,1,2025-08-22
3463,3,26,3463,14,2025-08-22
3466,2,27,3466,33,2025-08-22
3467,3,27,3467,34,2025-08-22
3470,2,28,3470,27,2025-08-22
3472,4,28,3472,70,2025-08-22
3476,4,29,3476,74,2025-08-22
3477,1,30,3477,62,2025-08-22
3483,3,31,3483,20,2025-08-22
3501,1,1,3501,67,2025-08-23
3511,3,3,3511,31,2025-08-23
3512,4,3,3512,135,2025-08-23
3514,2,4,3514,22,2025-08-23
3517,1,5,3517,39,2025-08-23
3519,3,5,3519,70,2025-08-23
3523,3,6,3523,13,2025-08-23
3524,4,6,3524,6,2025-08-23
3525,1,7,3525,14,2025-08-23
3526,2,7,3526,34,2025-08-23
3527,3,7,3527,21,2025-08-23
3528,4,7,3528,36,2025-08-23
3535,3,9,3535,8,2025-08-23
3536,4,9,3536,14,2025-08-23
3537,1,10,3537,82,2025-08-23
3538,2,10,3538,46,2025-08-23
3540,4,10,3540,23,2025-08-23
3541,1,11,3541,29,2025-08-23
3542,2,11,3542,27,2025-08-23
3546,2,12,3546,38,2025-08-23
3547,3,12,3547,20,2025-08-23
3548,4,12,3548,25,2025-08-23
3551,3,13,3551,44,2025-08-23
3554,2,14,3554,37,2025-08-23
3557,1,15,3557,8,2025-08-23
3559,3,15,3559,6,2025-08-23
3561,1,16,3561,47,2025-08-23
3562,2,16,3562,81,2025-08-23
3566,2,17,3566,34,2025-08-23
3567,3,17,3567,29,2025-08-23
3569,1,18,3569,28,2025-08-23
3577,1,20,3577,1,2025-08-23
3580,4,20,3580,24,2025-08-23
3585,1,22,3585,91,2025-08-23
3599,3,25,3599,22,2025-08-23
3601,1,26,3601,31,2025-08-23
3603,3,26,3603,26,2025-08-23
3606,2,27,3606,15,2025-08-23
3607,3,27,3607,17,2025-08-23
3610,2,28,3610,4,2025-08-23
3612,4,28,3612,27,2025-08-23
3613,1,29,3613,39,2025-08-23
3616,4,29,3616,22,2025-08-23
3617,1,30,3617,90,2025-08-23
3622,2,31,3622,20,2025-08-23
3623,3,31,3623,45,2025-08-23
3627,3,32,3627,7,2025-08-23
3632,4,33,3632,9,2025-08-23
3636,4,34,3636,43,2025-08-23
3641,1,1,3641,46,2025-08-24
3651,3,3,3651,13,2025-08-24
3654,2,4,3654,36,2025-08-24
3657,1,5,3657,60,2025-08-24
3659,3,5,3659,26,2025-08-24
3661,1,6,3661,36,2025-08-24
3664,4,6,3664,22,2025-08-24
3665,1,7,3665,53,2025-08-24
3667,3,7,3667,22,2025-08-24
3668,4,7,3668,57,2025-08-24
3669,1,8,3669,25,2025-08-24
3670,2,8,3670,24,2025-08-24
3673,1,9,3673,31,2025-08-24
3675,3,9,3675,14,2025-08-24
3676,4,9,3676,63,2025-08-24
3677,1,10,3677,20,2025-08-24
