id,dailySaleId,flowerId,soldQuantity,damagedQuantity
213,7,3,18,0
214,7,4,38,1
215,7,5,67,2
216,7,6,42,2
217,7,7,49,3
218,7,8,54,2
219,7,9,34,1
220,7,10,57,1
221,7,11,53,2
222,7,12,12,0
223,7,13,23,0
224,7,14,59,1
225,7,15,45,2
226,7,16,42,1
227,7,17,70,4
228,7,18,100,1
229,7,19,60,2
230,7,20,52,3
231,7,21,69,4
232,7,22,28,1
233,7,23,43,2
234,7,24,60,3
235,7,25,32,0
236,7,26,108,3
237,7,27,30,1
238,7,28,44,2
239,7,29,38,1
240,7,30,32,1
241,7,31,46,2
242,7,32,66,4
243,7,33,33,1
244,7,34,57,2
245,7,35,46,2
246,8,1,53,2
247,8,2,51,3
248,8,3,97,5
249,8,4,18,1
250,8,5,145,7
251,8,6,42,1
252,8,7,86,5
253,8,8,94,3
254,8,9,45,1
255,8,10,48,1
256,8,11,40,1
257,8,12,28,2
258,8,13,80,4
259,8,14,76,2
260,8,15,43,1
261,8,16,47,0
262,8,17,108,4
263,8,18,55,1
264,8,19,86,2
265,8,20,41,2
266,8,21,73,1
267,8,22,50,2
268,8,23,112,6
269,8,24,95,3
270,8,25,44,3
271,8,26,68,3
272,8,27,80,1
273,8,28,136,6
274,8,29,43,2
275,8,30,79,5
276,8,31,77,4
277,8,32,90,5
278,8,33,49,1
279,8,34,104,3
280,8,35,58,1
281,9,1,58,3
282,9,2,103,1
283,9,3,142,4
284,9,4,68,3
285,9,5,120,5
286,9,6,56,1
287,9,7,171,2
288,9,8,150,5
289,9,9,111,4
290,9,10,43,2
291,9,11,64,2
292,9,12,110,3
293,9,13,86,3
294,9,14,68,2
295,9,15,106,4
296,9,16,39,1
297,9,17,106,2
298,9,18,50,1
299,9,19,68,1
300,9,20,118,7
301,9,21,39,1
302,9,22,85,2
303,9,23,76,1
304,9,24,35,1
305,9,25,135,7
306,9,26,75,3
307,9,27,41,2
308,9,28,185,7
309,9,29,56,2
310,9,30,83,1
311,9,31,91,2
312,9,32,95,2
313,9,33,128,2
314,9,34,183,3
315,9,35,140,4
316,10,1,90,4
317,10,2,44,1
318,10,3,98,2
319,10,4,77,3
320,10,5,45,1
321,10,6,101,6
322,10,7,46,1
323,10,8,40,2
324,10,9,68,2
325,10,10,52,3
326,10,11,34,1
327,10,12,75,4
328,10,13,81,4
329,10,14,86,3
330,10,15,101,5
331,10,16,25,1
332,10,17,27,1
333,10,18,18,0
334,10,19,62,2
335,10,20,34,2
336,10,21,21,1
337,10,22,69,3
338,10,23,53,3
339,10,24,108,4
340,10,25,76,4
341,10,26,24,1
342,10,27,90,1
343,10,28,88,3
344,10,29,85,1
345,10,30,56,3
346,10,31,19,1
347,10,32,74,4
348,10,33,53,2
349,10,34,66,2
350,10,35,28,1
351,11,1,62,2
352,11,2,28,1
353,11,3,108,5
354,11,4,69,2
355,11,5,37,2
356,11,6,22,1
357,11,7,110,3
358,11,8,109,2
359,11,9,40,1
360,11,10,28,1
361,11,11,56,1
362,11,12,49,2
363,11,13,28,1
364,11,14,31,1
365,11,15,39,2
366,11,16,54,1
367,11,17,86,4
368,11,18,41,1
369,11,19,81,2
370,11,20,49,1
371,11,21,53,2
372,11,22,48,2
373,11,23,32,1
374,11,24,27,1
375,11,25,29,1
376,11,26,50,2
377,11,27,45,3
378,11,28,50,2
379,11,29,44,2
380,11,30,38,0
381,11,31,51,1
382,11,32,34,1
383,11,33,115,6
384,11,34,66,4
385,11,35,47,3
386,12,1,46,2
387,12,2,57,1
388,12,3,60,2
389,12,4,43,0
390,12,5,74,4
391,12,6,76,3
392,12,7,91,3
393,12,8,54,3
394,12,9,55,3
395,12,10,66,1
396,12,11,79,2
397,12,12,66,4
398,12,13,114,1
399,12,14,52,2
400,12,15,20,1
401,12,16,33,1
402,12,17,58,1
403,12,18,43,1
404,12,19,66,4
405,12,20,132,6
406,12,21,48,2
407,12,22,108,1
408,12,23,66,1
409,12,24,102,4
410,12,25,83,4
411,12,26,75,1
412,12,27,60,2
413,12,28,36,1
414,12,29,26,1
415,12,30,115,4
416,12,31,55,2
417,12,32,120,4
418,12,33,78,3
419,12,34,89,3
420,12,35,111,3
421,13,1,227,3
422,13,2,114,4
423,13,3,86,2
424,13,4,99,6
425,13,5,58,3
426,13,6,88,5
427,13,7,21,1
428,13,8,159,5
429,13,9,52,2
430,13,10,88,4
431,13,11,124,2
432,13,12,70,2
433,13,13,103,1
434,13,14,123,6
435,13,15,64,3
436,13,16,107,5
437,13,17,84,2
438,13,18,129,3
439,13,19,140,7
440,13,20,104,2
441,13,21,39,2
442,13,22,66,3
443,13,23,105,4
444,13,24,38,1
445,13,25,124,5
446,13,26,83,2
447,13,27,168,10
448,13,28,91,2
449,13,29,71,2
450,13,30,37,1
451,13,31,112,5
452,13,32,55,2
453,13,33,102,4
454,13,34,101,5
455,13,35,99,1
456,14,1,74,1
457,14,2,63,1
458,14,3,90,2
459,14,4,66,3
460,14,5,127,3
461,14,6,84,5
462,14,7,62,4
463,14,8,108,5
464,14,9,147,5
465,14,10,68,2
466,14,11,71,2
467,14,12,23,1
468,14,13,140,5
469,14,14,70,3
470,14,15,67,4
471,14,16,33,2
472,14,17,44,2
473,14,18,150,5
474,14,19,28,1
475,14,20,33,1
476,14,21,106,6
477,14,22,53,1
478,14,23,147,6
479,14,24,44,3
480,14,25,78,1
481,14,26,97,5
482,14,27,71,4
483,14,28,36,1
484,14,29,75,3
485,14,30,86,2
486,14,31,42,1
487,14,32,56,1
488,14,33,113,2
489,14,34,39,1
490,14,35,38,2
491,15,1,52,3
492,15,2,84,3
493,15,3,42,2
494,15,4,58,3
495,15,5,73,1
496,15,6,13,0
497,15,7,28,2
498,15,8,41,2
499,15,9,32,1
500,15,10,65,2
501,15,11,65,2
502,15,12,56,1
503,15,13,29,1
504,15,14,75,3
505,15,15,32,1
506,15,16,76,3
507,15,17,103,3
508,15,18,31,2
509,15,19,42,2
510,15,20,107,4
511,15,21,63,1
512,15,22,50,2
513,15,23,40,2
514,15,24,72,3
515,15,25,148,5
516,15,26,54,3
517,15,27,34,1
518,15,28,38,2
519,15,29,100,1
520,15,30,111,6
521,15,31,54,3
522,15,32,121,4
523,15,33,82,1
524,15,34,81,4
525,15,35,104,4
526,16,1,42,1
527,16,2,85,5
528,16,3,60,2
529,16,4,98,6
530,16,5,112,5
531,16,6,121,2
532,16,7,56,2
533,16,8,60,1
534,16,9,87,1
535,16,10,98,1
536,16,11,38,2
537,16,12,113,1
538,16,13,121,6
539,16,14,66,2
540,16,15,49,1
541,16,16,41,1
542,16,17,27,1
543,16,18,59,2
544,16,19,171,9
545,16,20,78,2
546,16,21,37,2
547,16,22,107,1
548,16,23,127,4
549,16,24,77,4
550,16,25,35,2
551,16,26,115,6
552,16,27,139,7
553,16,28,88,3
554,16,29,31,1
555,16,30,75,2
556,16,31,123,2
557,16,32,50,1
558,16,33,62,1
559,16,34,40,1
560,16,35,70,2
561,17,1,113,5
562,17,2,167,4
563,17,3,235,6
564,17,4,232,13
565,17,5,138,4
566,17,6,68,1
567,17,7,81,2
568,17,8,178,8
569,17,9,128,7
570,17,10,137,8
571,17,11,108,2
572,17,12,193,4
573,17,13,236,5
574,17,14,316,4
575,17,15,173,9
576,17,16,250,14
577,17,17,204,3
578,17,18,117,2
579,17,19,153,6
580,17,20,93,3
581,17,21,109,5
582,17,22,76,1
583,17,23,113,1
584,17,24,54,3
585,17,25,118,5
586,17,26,121,6
587,17,27,111,2
588,17,28,213,7
589,17,29,119,7
590,17,30,87,3
591,17,31,145,4
592,17,32,246,14
593,17,33,218,8
594,17,34,216,6
595,17,35,127,7
596,18,1,58,2
597,18,2,200,12
598,18,3,139,3
599,18,4,120,5
600,18,5,71,4
601,18,6,157,4
602,18,7,70,1
603,18,8,43,1
604,18,9,74,1
605,18,10,101,3
606,18,11,54,3
607,18,12,92,4
608,18,13,121,2
609,18,14,99,4
610,18,15,143,8
611,18,16,109,4
612,18,17,133,8
613,18,18,149,4
614,18,19,142,7
615,18,20,71,2
616,18,21,113,3
617,18,22,141,3
618,18,23,70,2
619,18,24,72,1
620,18,25,153,5
621,18,26,87,5
622,18,27,70,2
623,18,28,26,1
624,18,29,85,1
625,18,30,96,1
626,18,31,31,2
627,18,32,77,4
628,18,33,52,3
629,18,34,195,7
630,18,35,98,1
631,19,1,72,4
632,19,2,109,5
633,19,3,31,1
634,19,4,121,7
635,19,5,56,1
636,19,6,29,1
637,19,7,36,1
638,19,8,138,3
639,19,9,79,1
640,19,10,145,5
641,19,11,93,4
642,19,12,103,2
643,19,13,125,1
644,19,14,56,2
645,19,15,28,1
646,19,16,64,3
647,19,17,60,3
648,19,18,65,2
649,19,19,49,1
650,19,20,87,2
651,19,21,115,7
652,19,22,29,1
653,19,23,75,2
654,19,24,61,2
655,19,25,44,2
656,19,26,93,4
657,19,27,64,1
658,19,28,41,1
659,19,29,23,1
660,19,30,59,3
661,19,31,49,1
662,19,32,57,3
663,19,33,63,3
664,19,34,65,1
665,19,35,100,3
666,20,1,49,2
667,20,2,100,6
668,20,3,101,2
669,20,4,49,2
670,20,5,138,5
671,20,6,38,2
672,20,7,135,2
673,20,8,150,8
674,20,9,106,4
675,20,10,71,2
676,20,11,178,3
677,20,12,93,1
678,20,13,80,3
679,20,14,116,6
680,20,15,113,5
681,20,16,99,2
682,20,17,140,2
683,20,18,35,1
684,20,19,212,11
685,20,20,214,4
686,20,21,112,5
687,20,22,102,2
688,20,23,99,4
689,20,24,122,6
690,20,25,119,5
691,20,26,172,10
692,20,27,94,4
693,20,28,138,7
694,20,29,93,1
695,20,30,109,5
696,20,31,57,2
697,20,32,149,3
698,20,33,108,4
699,20,34,69,1
700,20,35,159,9
701,21,1,143,3
702,21,2,108,1
703,21,3,77,3
704,21,4,147,8
705,21,5,51,1
706,21,6,116,2
707,21,7,80,5
708,21,8,44,2
709,21,9,121,6
710,21,10,149,7
711,21,11,185,7
712,21,12,218,8
713,21,13,156,4
714,21,14,138,7
715,21,15,157,3
716,21,16,121,3
717,21,17,130,3
718,21,18,138,5
719,21,19,95,3
720,21,20,92,2
721,21,21,80,3
722,21,22,202,7
723,21,23,140,8
724,21,24,202,8
725,21,25,208,10
726,21,26,87,2
727,21,27,172,2
728,21,28,119,4
729,21,29,85,4
730,21,30,107,5
731,21,31,72,2
732,21,32,38,2
733,21,33,230,13
734,21,34,93,5
735,21,35,134,8
736,22,1,82,1
737,22,2,119,2
738,22,3,85,3
739,22,4,55,2
740,22,5,56,1
741,22,6,44,1
742,22,7,104,2
743,22,8,29,1
744,22,9,119,4
745,22,10,62,1
746,22,11,88,1
747,22,12,71,3
748,22,13,122,3
749,22,14,33,2
750,22,15,113,6
751,22,16,54,2
752,22,17,72,1
753,22,18,69,2
754,22,19,113,5
755,22,20,100,2
756,22,21,152,2
757,22,22,125,3
758,22,23,30,2
759,22,24,55,3
760,22,25,104,6
761,22,26,141,5
762,22,27,72,4
763,22,28,229,6
764,22,29,44,1
765,22,30,55,2
766,22,31,115,4
767,22,32,63,3
768,22,33,81,1
769,22,34,45,2
770,22,35,76,2
771,23,1,73,4
772,23,2,50,1
773,23,3,46,1
774,23,4,148,4
775,23,5,75,4
776,23,6,43,1
777,23,7,50,2
778,23,8,135,5
779,23,9,57,3
780,23,10,88,4
781,23,11,114,5
782,23,12,32,1
783,23,13,57,1
784,23,14,56,3
785,23,15,85,2
786,23,16,50,2
787,23,17,41,1
788,23,18,35,2
789,23,19,60,2
790,23,20,38,1
791,23,21,94,4
792,23,22,32,2
793,23,23,96,5
794,23,24,148,7
795,23,25,72,2
796,23,26,40,2
797,23,27,57,2
798,23,28,95,1
799,23,29,61,2
800,23,30,49,1
801,23,31,84,4
802,23,32,53,2
803,23,33,72,1
804,23,34,23,0
805,23,35,127,3
806,24,1,120,4
807,24,2,155,9
808,24,3,135,6
809,24,4,167,4
810,24,5,46,3
811,24,6,164,6
812,24,7,35,0
813,24,8,148,7
814,24,9,58,3
815,24,10,118,5
816,24,11,112,3
817,24,12,117,2
818,24,13,131,7
819,24,14,81,3
820,24,15,164,8
821,24,16,152,5
822,24,17,140,6
823,24,18,92,2
824,24,19,36,1
825,24,20,89,1
826,24,21,226,13
827,24,22,63,2
828,24,23,134,7
829,24,24,62,1
830,24,25,31,1
831,24,26,135,4
832,24,27,157,5
833,24,28,116,6
834,24,29,113,4
835,24,30,100,5
836,24,31,71,4
837,24,32,43,1
838,24,33,66,4
839,24,34,109,6
840,24,35,147,3
841,25,1,116,4
842,25,2,56,1
843,25,3,23,1
844,25,4,84,5
845,25,5,33,1
846,25,6,15,1
847,25,7,90,3
848,25,8,63,3
849,25,9,104,5
850,25,10,76,1
851,25,11,54,2
852,25,12,37,1
853,25,13,60,1
854,25,14,77,4
855,25,15,55,1
856,25,16,62,1
857,25,17,72,4
858,25,18,76,3
859,25,19,24,0
860,25,20,34,1
861,25,21,19,1
862,25,22,104,4
863,25,23,57,3
864,25,24,57,2
865,25,25,67,4
866,25,26,83,5
867,25,27,46,2
868,25,28,63,3
869,25,29,109,5
870,25,30,60,2
871,25,31,53,2
872,25,32,103,4
873,25,33,79,2
874,25,34,68,2
875,25,35,51,3
876,26,1,51,2
877,26,2,34,1
878,26,3,77,3
879,26,4,45,1
880,26,5,35,0
881,26,6,29,1
882,26,7,65,1
883,26,8,41,2
884,26,9,29,2
885,26,10,39,1
886,26,11,31,1
887,26,12,35,1
888,26,13,66,2
889,26,14,68,2
890,26,15,59,2
891,26,16,11,0
892,26,17,34,1
893,26,18,49,2
894,26,19,42,2
895,26,20,72,4
896,26,21,21,1
897,26,22,17,1
898,26,23,24,1
899,26,24,28,1
900,26,25,36,2
901,26,26,32,1
902,26,27,29,2
903,26,28,55,3
904,26,29,48,2
905,26,30,42,1
906,26,31,51,3
907,26,32,70,4
908,26,33,57,3
909,26,34,31,1
910,26,35,43,1
911,27,1,34,2
912,27,2,36,2
913,27,3,26,1
914,27,4,51,2
915,27,5,23,1
916,27,6,32,1
917,27,7,56,2
918,27,8,32,1
919,27,9,95,4
920,27,10,15,1
921,27,11,41,1
922,27,12,16,1
923,27,13,33,1
924,27,14,43,1
925,27,15,71,2
926,27,16,28,1
927,27,17,40,1
928,27,18,48,3
929,27,19,31,2
930,27,20,49,2
931,27,21,30,0
932,27,22,48,3
933,27,23,22,1
934,27,24,46,2
935,27,25,39,2
936,27,26,24,1
937,27,27,40,1
938,27,28,68,2
939,27,29,29,1
940,27,30,50,3
941,27,31,42,1
942,27,32,14,0
943,27,33,33,1
944,27,34,48,1
945,27,35,23,0
946,28,1,61,3
947,28,2,84,4
948,28,3,47,1
949,28,4,112,5
950,28,5,71,4
951,28,6,68,3
952,28,7,54,1
953,28,8,30,1
954,28,9,94,1
955,28,10,39,1
956,28,11,46,3
957,28,12,47,2
958,28,13,47,2
959,28,14,25,1
960,28,15,86,4
961,28,16,57,3
962,28,17,47,1
963,28,18,54,3
964,28,19,111,5
965,28,20,20,1
966,28,21,45,2
967,28,22,55,2
968,28,23,32,0
969,28,24,146,3
970,28,25,42,1
971,28,26,47,2
972,28,27,43,2
973,28,28,51,2
974,28,29,73,2
975,28,30,54,3
976,28,31,61,2
977,28,32,46,2
978,28,33,41,1
979,28,34,61,2
980,28,35,36,1
981,29,1,40,1
982,29,2,76,2
983,29,3,69,1
984,29,4,80,4
985,29,5,51,1
986,29,6,58,1
987,29,7,59,1
988,29,8,46,2
989,29,9,52,1
990,29,10,20,0
991,29,11,54,3
992,29,12,115,1
993,29,13,23,1
994,29,14,62,3
995,29,15,26,1
996,29,16,64,1
997,29,17,81,3
998,29,18,30,2
999,29,19,67,2
1000,29,20,53,1
1001,29,21,76,3
1002,29,22,52,2
1003,29,23,30,2
1004,29,24,72,1
1005,29,25,57,2
1006,29,26,97,2
1007,29,27,34,2
1008,29,28,79,2
1009,29,29,48,1
1010,29,30,81,5
1011,29,31,64,4
1012,29,32,111,3
1013,29,33,110,5
1014,29,34,36,1
1015,29,35,50,2
1016,30,1,55,1
1017,30,2,59,2
1018,30,3,47,1
1019,30,4,39,1
1020,30,5,51,1
1021,30,6,56,1
1022,30,7,31,1
1023,30,8,47,3
1024,30,9,41,2
1025,30,10,30,1
1026,30,11,55,2
1027,30,12,16,1
1028,30,13,52,1
1029,30,14,28,0
1030,30,15,34,2
1031,30,16,79,3
1032,30,17,69,2
1033,30,18,39,2
1034,30,19,66,1
1035,30,20,65,2
1036,30,21,62,1
1037,30,22,44,2
1038,30,23,59,1
1039,30,24,47,2
1040,30,25,30,1
1041,30,26,52,2
1042,30,27,19,1
1043,30,28,17,0
1044,30,29,57,1
1045,30,30,71,1
1046,30,31,42,0
1047,30,32,16,0
1048,30,33,21,1
1049,30,34,40,2
1050,30,35,74,2
1051,31,1,14,0
1052,31,2,17,1
1053,31,3,12,0
1054,31,4,36,2
1055,31,5,34,2
1056,31,6,28,1
1057,31,7,53,1
1058,31,8,57,2
1059,31,9,45,2
1060,31,10,50,2
1061,31,11,35,2
1062,31,12,126,2
1063,31,13,23,1
1064,31,14,50,1
1065,31,15,35,2
1066,31,16,32,1
1067,31,17,24,1
1068,31,18,52,2
1069,31,19,37,1
1070,31,20,49,2
1071,31,21,47,2
1072,31,22,73,2
1073,31,23,39,2
1074,31,24,41,1
1075,31,25,78,1
1076,31,26,28,1
1077,31,27,28,1
1078,31,28,33,2
1079,31,29,55,2
1080,31,30,50,3
1081,31,31,38,1
1082,31,32,21,1
1083,31,33,42,2
1084,31,34,29,1
1085,31,35,29,2
1086,32,1,141,5
1087,32,2,71,2
1088,32,3,30,0
1089,32,4,42,1
1090,32,5,29,1
1091,32,6,22,1
1092,32,7,31,0
1093,32,8,45,2
1094,32,9,42,1
1095,32,10,71,2
1096,32,11,57,3
1097,32,12,15,0
1098,32,13,46,2
1099,32,14,114,4
1100,32,15,111,2
1101,32,16,65,2
1102,32,17,48,1
1103,32,18,59,3
1104,32,19,83,4
1105,32,20,35,1
1106,32,21,86,3
1107,32,22,86,3
1108,32,23,20,1
1109,32,24,67,4
1110,32,25,49,1
1111,32,26,54,1
1112,32,27,70,3
1113,32,28,37,1
1114,32,29,50,2
1115,32,30,74,2
1116,32,31,42,1
1117,32,32,65,1
1118,32,33,49,1
1119,32,34,121,3
1120,32,35,109,3
1121,33,1,93,2
1122,33,2,67,2
1123,33,3,112,6
1124,33,4,98,3
1125,33,5,66,2
1126,33,6,84,2
1127,33,7,37,2
1128,33,8,116,7
1129,33,9,81,4
1130,33,10,83,1
1131,33,11,115,3
1132,33,12,40,1
1133,33,13,34,2
1134,33,14,53,3
1135,33,15,43,2
1136,33,16,119,6
1137,33,17,46,2
1138,33,18,64,1
1139,33,19,92,2
1140,33,20,49,2
1141,33,21,90,5
1142,33,22,81,2
1143,33,23,45,3
1144,33,24,178,2
1145,33,25,88,3
1146,33,26,79,2
1147,33,27,37,2
1148,33,28,46,1
1149,33,29,52,1
1150,33,30,48,3
1151,33,31,83,2
1152,33,32,80,2
1153,33,33,78,4
1154,33,34,73,2
1155,33,35,33,1
1156,34,1,34,2
1157,34,2,72,1
1158,34,3,92,4
1159,34,4,54,2
1160,34,5,55,2
1161,34,6,36,2
1162,34,7,39,0
1163,34,8,94,3
1164,34,9,32,2
1165,34,10,65,2
1166,34,11,17,1
1167,34,12,47,2
1168,34,13,71,4
1169,34,14,65,1
1170,34,15,67,4
1171,34,16,22,1
1172,34,17,77,3
1173,34,18,29,1
1174,34,19,38,2
1175,34,20,46,1
1176,34,21,40,1
1177,34,22,51,2
1178,34,23,74,3
1179,34,24,30,2
1180,34,25,65,3
1181,34,26,77,1
1182,34,27,42,2
1183,34,28,13,0
1184,34,29,50,1
1185,34,30,62,3
1186,34,31,47,2
1187,34,32,66,2
1188,34,33,42,1
1189,34,34,73,4
1190,34,35,56,3
1191,35,1,15,1
1192,35,2,75,4
1193,35,3,99,4
1194,35,4,54,2
1195,35,5,28,1
1196,35,6,52,2
1197,35,7,42,0
1198,35,8,96,5
1199,35,9,27,1
1200,35,10,20,1
1201,35,11,42,1
1202,35,12,112,3
1203,35,13,44,1
1204,35,14,28,1
1205,35,15,33,2
1206,35,16,47,1
1207,35,17,46,1
1208,35,18,35,1
1209,35,19,24,1
1210,35,20,71,4
1211,35,21,36,1
1212,35,22,40,2
1213,35,23,66,2
1214,35,24,58,3
1215,35,25,19,1
1216,35,26,30,0
1217,35,27,33,1
1218,35,28,18,1
1219,35,29,34,0
1220,35,30,33,1
1221,35,31,30,2
1222,35,32,52,1
1223,35,33,55,1
1224,35,34,41,1
1225,35,35,36,1
1226,36,1,32,1
1227,36,2,118,4
1228,36,3,45,1
1229,36,4,99,3
1230,36,5,52,2
1231,36,6,37,2
1232,36,7,53,1
1233,36,8,29,1
1234,36,9,82,2
1235,36,10,50,2
1236,36,11,37,2
1237,36,12,56,1
1238,36,13,84,4
1239,36,14,32,2
1240,36,15,88,3
1241,36,16,183,5
1242,36,17,46,2
1243,36,18,36,1
1244,36,19,102,6
1245,36,20,23,1
1246,36,21,50,2
1247,36,22,65,2
1248,36,23,30,2
1249,36,24,64,2
1250,36,25,26,0
1251,36,26,121,3
1252,36,27,62,1
1253,36,28,107,1
1254,36,29,79,2
1255,36,30,68,3
1256,36,31,77,1
1257,36,32,46,3
1258,36,33,49,2
1259,36,34,108,6
1260,36,35,56,1
1261,37,1,45,1
1262,37,2,105,6
1263,37,3,51,1
1264,37,4,110,6
1265,37,5,111,6
1266,37,6,106,2
1267,37,7,105,3
1268,37,8,107,1
1269,37,9,83,2
1270,37,10,85,4
1271,37,11,101,5
1272,37,12,98,2
1273,37,13,79,3
1274,37,14,136,5
1275,37,15,45,2
1276,37,16,67,2
1277,37,17,55,1
1278,37,18,115,5
1279,37,19,77,2
1280,37,20,77,2
1281,37,21,158,9
1282,37,22,66,3
1283,37,23,72,4
1284,37,24,97,1
1285,37,25,122,4
1286,37,26,56,2
1287,37,27,74,2
1288,37,28,58,1
1289,37,29,68,3
1290,37,30,76,4
1291,37,31,113,6
1292,37,32,37,1
1293,37,33,21,1
1294,37,34,76,4
1295,37,35,78,1
1296,38,1,54,1
1297,38,2,63,4
1298,38,3,41,1
1299,38,4,66,3
1300,38,5,12,0
1301,38,6,85,2
1302,38,7,38,1
1303,38,8,67,3
1304,38,9,33,1
1305,38,10,86,5
1306,38,11,59,2
1307,38,12,70,1
1308,38,13,46,2
1309,38,14,59,2
1310,38,15,64,2
1311,38,16,24,1
1312,38,17,50,2
1313,38,18,50,1
1314,38,19,54,3
1315,38,20,77,2
1316,38,21,80,1
1317,38,22,82,5
1318,38,23,101,5
1319,38,24,49,1
1320,38,25,92,5
1321,38,26,56,2
1322,38,27,15,1
1323,38,28,31,1
1324,38,29,41,1
1325,38,30,60,3
1326,38,31,45,1
1327,38,32,34,1
1328,38,33,99,1
1329,38,34,64,2
1330,38,35,50,3
1331,39,1,43,2
1332,39,2,71,2
1333,39,3,89,3
1334,39,4,55,2
1335,39,5,27,1
1336,39,6,33,1
1337,39,7,64,2
1338,39,8,24,1
1339,39,9,51,1
1340,39,10,68,1
1341,39,11,34,1
1342,39,12,11,0
1343,39,13,27,1
1344,39,14,48,1
1345,39,15,62,3
1346,39,16,39,1
1347,39,17,55,3
1348,39,18,67,1
1349,39,19,52,1
1350,39,20,46,1
1351,39,21,8,0
1352,39,22,30,1
1353,39,23,46,2
1354,39,24,29,1
1355,39,25,21,0
1356,39,26,25,1
1357,39,27,41,1
1358,39,28,28,1
