id,distributionOrderId,flowerId,quantity
551,551,33,9
552,552,33,43
553,553,34,39
554,554,34,19
555,555,34,13
556,556,34,22
557,557,35,29
558,558,35,24
559,559,35,11
560,560,35,26
561,561,1,30
562,562,1,12
563,563,1,6
564,564,1,24
565,565,2,24
566,566,2,19
567,567,2,12
568,568,2,18
569,569,3,38
570,570,3,17
571,571,3,16
572,572,3,27
573,573,4,28
574,574,4,11
575,575,4,17
576,576,4,24
577,577,5,17
578,578,5,8
579,579,5,17
580,580,5,21
581,581,6,21
582,582,6,15
583,583,6,17
584,584,6,30
585,585,7,15
586,586,7,16
587,587,7,16
588,588,7,20
589,589,8,24
590,590,8,4
591,591,8,15
592,592,8,19
593,593,9,21
594,594,9,21
595,595,9,14
596,596,9,21
597,597,10,19
598,598,10,6
599,599,10,8
600,600,10,17
601,601,11,17
602,602,11,19
603,603,11,13
604,604,11,11
605,605,12,12
606,606,12,15
607,607,12,36
608,608,12,39
609,609,13,22
610,610,13,14
611,611,13,18
612,612,13,39
613,613,14,15
614,614,14,17
615,615,14,23
616,616,14,23
617,617,15,15
618,618,15,15
619,619,15,20
620,620,15,20
621,621,16,20
622,622,16,20
623,623,16,25
624,624,16,16
625,625,17,30
626,626,17,8
627,627,17,15
628,628,17,13
629,629,18,31
630,630,18,7
631,631,18,15
632,632,18,18
633,633,19,21
634,634,19,19
635,635,19,25
636,636,19,10
637,637,20,25
638,638,20,6
639,639,20,10
640,640,20,27
641,641,21,21
642,642,21,31
643,643,21,15
644,644,21,18
645,645,22,23
646,646,22,19
647,647,22,25
648,648,22,20
649,649,23,11
650,650,23,20
651,651,23,21
652,652,23,22
653,653,24,21
654,654,24,18
655,655,24,16
656,656,24,18
657,657,25,24
658,658,25,16
659,659,25,16
660,660,25,22
661,661,26,16
662,662,26,14
663,663,26,13
664,664,26,24
665,665,27,27
666,666,27,9
667,667,27,8
668,668,27,10
669,669,28,21
670,670,28,19
671,671,28,13
672,672,28,20
673,673,29,22
674,674,29,29
675,675,29,13
676,676,29,20
677,677,30,21
678,678,30,36
679,679,30,17
680,680,30,21
681,681,31,28
682,682,31,23
683,683,31,12
684,684,31,17
685,685,32,15
686,686,32,18
687,687,32,9
688,688,32,25
689,689,33,22
690,690,33,14
691,691,33,14
692,692,33,30
693,693,34,15
694,694,34,16
695,695,34,11
696,696,34,27
697,697,35,29
698,698,35,23
699,699,35,13
700,700,35,27
701,701,1,12
702,702,1,17
703,703,1,13
704,704,1,26
705,705,2,15
706,706,2,11
707,707,2,23
708,708,2,13
709,709,3,19
710,710,3,13
711,711,3,30
712,712,3,20
713,713,4,20
714,714,4,18
715,715,4,17
716,716,4,26
717,717,5,27
718,718,5,16
719,719,5,17
720,720,5,20
721,721,6,27
722,722,6,20
723,723,6,10
724,724,6,13
725,725,7,28
726,726,7,11
727,727,7,11
728,728,7,29
729,729,8,27
730,730,8,32
731,731,8,20
732,732,8,24
733,733,9,14
734,734,9,29
735,735,9,13
736,736,9,16
737,737,10,19
738,738,10,28
739,739,10,24
740,740,10,16
741,741,11,14
742,742,11,19
743,743,11,33
744,744,11,20
745,745,12,18
746,746,12,15
747,747,12,18
748,748,12,29
749,749,13,29
750,750,13,9
751,751,13,8
752,752,13,28
753,753,14,36
754,754,14,16
755,755,14,9
756,756,14,24
757,757,15,23
758,758,15,29
759,759,15,12
760,760,15,17
761,761,16,35
762,762,16,13
763,763,16,3
764,764,16,22
765,765,17,15
766,766,17,11
767,767,17,11
768,768,17,18
769,769,18,23
770,770,18,14
771,771,18,17
772,772,18,20
773,773,19,20
774,774,19,18
775,775,19,21
776,776,19,16
777,777,20,26
778,778,20,19
779,779,20,9
780,780,20,19
781,781,21,35
782,782,21,8
783,783,21,10
784,784,21,20
785,785,22,19
786,786,22,10
787,787,22,13
788,788,22,19
789,789,23,32
790,790,23,6
791,791,23,10
792,792,23,23
793,793,24,39
794,794,24,11
795,795,24,6
796,796,24,22
797,797,25,28
798,798,25,16
799,799,25,15
800,800,25,11
801,801,26,22
802,802,26,16
803,803,26,17
804,804,26,28
805,805,27,15
806,806,27,17
807,807,27,21
808,808,27,16
809,809,28,41
810,810,28,16
811,811,28,9
812,812,28,17
813,813,29,20
814,814,29,11
815,815,29,8
816,816,29,23
817,817,30,34
818,818,30,16
819,819,30,25
820,820,30,9
821,821,31,19
822,822,31,13
823,823,31,17
824,824,31,23
825,825,32,19
826,826,32,5
827,827,32,14
828,828,32,20
829,829,33,20
830,830,33,11
831,831,33,6
832,832,33,20
833,833,34,37
834,834,34,10
835,835,34,20
836,836,34,13
837,837,35,33
838,838,35,12
839,839,35,20
840,840,35,20
841,841,1,12
842,842,1,17
843,843,1,17
844,844,1,34
845,845,2,20
846,846,2,18
847,847,2,15
848,848,2,36
849,849,3,25
850,850,3,16
851,851,3,12
852,852,3,16
853,853,4,13
854,854,4,11
855,855,4,13
856,856,4,22
857,857,5,40
858,858,5,18
859,859,5,11
860,860,5,16
861,861,6,28
862,862,6,25
863,863,6,14
864,864,6,21
865,865,7,37
866,866,7,27
867,867,7,12
868,868,7,20
869,869,8,30
870,870,8,8
871,871,8,9
872,872,8,21
873,873,9,39
874,874,9,11
875,875,9,13
876,876,9,22
877,877,10,25
878,878,10,42
879,879,10,10
880,880,10,36
881,881,11,25
882,882,11,22
883,883,11,22
884,884,11,34
885,885,12,35
886,886,12,13
887,887,12,19
888,888,12,40
889,889,13,33
890,890,13,25
891,891,13,9
892,892,13,23
893,893,14,17
894,894,14,11
895,895,14,17
896,896,14,26
897,897,15,15
898,898,15,17
899,899,15,14
900,900,15,17
901,901,16,27
902,902,16,14
903,903,16,9
904,904,16,32
905,905,17,42
906,906,17,13
907,907,17,17
908,908,17,11
909,909,18,35
910,910,18,8
911,911,18,21
912,912,18,6
913,913,19,16
914,914,19,28
915,915,19,12
916,916,19,10
917,917,20,20
918,918,20,33
919,919,20,12
920,920,20,23
921,921,21,16
922,922,21,10
923,923,21,22
924,924,21,41
925,925,22,15
926,926,22,24
927,927,22,15
928,928,22,39
929,929,23,26
930,930,23,19
931,931,23,6
932,932,23,23
933,933,24,22
934,934,24,10
935,935,24,23
936,936,24,24
937,937,25,26
938,938,25,9
939,939,25,17
940,940,25,34
941,941,26,31
942,942,26,13
943,943,26,7
944,944,26,38
945,945,27,18
946,946,27,13
947,947,27,25
948,948,27,23
949,949,28,21
950,950,28,39
951,951,28,23
952,952,28,39
953,953,29,23
954,954,29,21
955,955,29,14
956,956,29,26
957,957,30,36
958,958,30,22
959,959,30,11
960,960,30,20
961,961,31,24
962,962,31,18
963,963,31,11
964,964,31,44
965,965,32,30
966,966,32,16
967,967,32,16
968,968,32,16
969,969,33,16
970,970,33,21
971,971,33,14
972,972,33,24
973,973,34,25
974,974,34,21
975,975,34,17
976,976,34,25
977,977,35,31
978,978,35,17
979,979,35,10
980,980,35,19
981,981,1,33
982,982,1,30
983,983,1,23
984,984,1,18
985,985,2,19
986,986,2,21
987,987,2,25
988,988,2,42
989,989,3,15
990,990,3,41
991,991,3,20
992,992,3,22
993,993,4,26
994,994,4,24
995,995,4,22
996,996,4,19
997,997,5,34
998,998,5,29
999,999,5,9
1000,1000,5,19
1001,1001,6,17
1002,1002,6,29
1003,1003,6,30
1004,1004,6,24
1005,1005,7,27
1006,1006,7,16
1007,1007,7,27
1008,1008,7,22
1009,1009,8,34
1010,1010,8,22
1011,1011,8,14
1012,1012,8,16
1013,1013,9,43
1014,1014,9,23
1015,1015,9,9
1016,1016,9,44
1017,1017,10,55
1018,1018,10,18
1019,1019,10,22
1020,1020,10,22
1021,1021,11,20
1022,1022,11,22
1023,1023,11,17
1024,1024,11,22
1025,1025,12,22
1026,1026,12,15
1027,1027,12,18
1028,1028,12,31
1029,1029,13,28
1030,1030,13,10
1031,1031,13,14
1032,1032,13,26
1033,1033,14,27
1034,1034,14,13
1035,1035,14,23
1036,1036,14,31
1037,1037,15,33
1038,1038,15,26
1039,1039,15,13
1040,1040,15,22
1041,1041,16,29
1042,1042,16,32
1043,1043,16,22
1044,1044,16,26
1045,1045,17,13
1046,1046,17,26
1047,1047,17,20
1048,1048,17,28
1049,1049,18,48
1050,1050,18,10
1051,1051,18,17
1052,1052,18,26
1053,1053,19,24
1054,1054,19,26
1055,1055,19,29
1056,1056,19,29
1057,1057,20,22
1058,1058,20,24
1059,1059,20,19
1060,1060,20,26
1061,1061,21,38
1062,1062,21,27
1063,1063,21,6
1064,1064,21,24
1065,1065,22,36
1066,1066,22,10
1067,1067,22,22
1068,1068,22,27
1069,1069,23,22
1070,1070,23,18
1071,1071,23,23
1072,1072,23,39
1073,1073,24,19
1074,1074,24,33
1075,1075,24,17
1076,1076,24,30
1077,1077,25,31
1078,1078,25,19
1079,1079,25,19
1080,1080,25,31
1081,1081,26,21
1082,1082,26,19
1083,1083,26,6
1084,1084,26,23
1085,1085,27,35
1086,1086,27,19
1087,1087,27,11
1088,1088,27,28
1089,1089,28,29
1090,1090,28,25
1091,1091,28,16
1092,1092,28,38
1093,1093,29,14
1094,1094,29,11
1095,1095,29,22
1096,1096,29,24
1097,1097,30,27
1098,1098,30,22
1099,1099,30,19
1100,1100,30,17
1101,1101,31,16
1102,1102,31,12
1103,1103,31,14
1104,1104,31,19
1105,1105,32,34
1106,1106,32,18
1107,1107,32,28
1108,1108,32,19
1109,1109,33,28
1110,1110,33,15
1111,1111,33,15
1112,1112,33,36
1113,1113,34,32
1114,1114,34,12
1115,1115,34,14
1116,1116,34,18
1117,1117,35,34
1118,1118,35,21
1119,1119,35,10
1120,1120,35,30
1121,1121,1,37
1122,1122,1,27
1123,1123,1,13
1124,1124,1,20
1125,1125,2,44
1126,1126,2,29
1127,1127,2,20
1128,1128,2,14
1129,1129,3,14
1130,1130,3,19
1131,1131,3,19
1132,1132,3,38
1133,1133,4,37
1134,1134,4,14
1135,1135,4,36
1136,1136,4,33
1137,1137,5,45
1138,1138,5,29
1139,1139,5,26
1140,1140,5,25
1141,1141,6,36
1142,1142,6,14
1143,1143,6,42
1144,1144,6,17
1145,1145,7,37
1146,1146,7,19
1147,1147,7,25
1148,1148,7,28
1149,1149,8,32
1150,1150,8,26
1151,1151,8,13
1152,1152,8,34
1153,1153,9,36
1154,1154,9,22
1155,1155,9,9
1156,1156,9,22
1157,1157,10,34
1158,1158,10,26
1159,1159,10,13
1160,1160,10,35
1161,1161,11,29
1162,1162,11,36
1163,1163,11,15
1164,1164,11,29
1165,1165,12,40
1166,1166,12,21
1167,1167,12,35
1168,1168,12,23
1169,1169,13,30
1170,1170,13,18
1171,1171,13,15
1172,1172,13,38
1173,1173,14,16
1174,1174,14,27
1175,1175,14,10
1176,1176,14,47
1177,1177,15,36
1178,1178,15,31
1179,1179,15,15
1180,1180,15,33
1181,1181,16,27
1182,1182,16,35
1183,1183,16,22
1184,1184,16,16
1185,1185,17,28
1186,1186,17,24
1187,1187,17,32
1188,1188,17,21
1189,1189,18,42
1190,1190,18,27
1191,1191,18,19
1192,1192,18,39
1193,1193,19,25
1194,1194,19,29
1195,1195,19,15
1196,1196,19,23
1197,1197,20,49
1198,1198,20,28
1199,1199,20,8
1200,1200,20,19
1201,1201,21,24
1202,1202,21,26
1203,1203,21,23
1204,1204,21,19
1205,1205,22,50
1206,1206,22,22
1207,1207,22,21
1208,1208,22,51
1209,1209,23,21
1210,1210,23,24
1211,1211,23,19
1212,1212,23,40
1213,1213,24,38
1214,1214,24,23
1215,1215,24,8
1216,1216,24,33
1217,1217,25,38
1218,1218,25,18
1219,1219,25,23
1220,1220,25,40
1221,1221,26,32
1222,1222,26,15
1223,1223,26,26
1224,1224,26,29
1225,1225,27,45
1226,1226,27,14
1227,1227,27,16
1228,1228,27,26
1229,1229,28,23
1230,1230,28,34
1231,1231,28,25
1232,1232,28,24
1233,1233,29,20
1234,1234,29,20
1235,1235,29,27
1236,1236,29,34
1237,1237,30,32
1238,1238,30,24
1239,1239,30,20
1240,1240,30,10
1241,1241,31,43
1242,1242,31,15
1243,1243,31,18
1244,1244,31,40
1245,1245,32,30
1246,1246,32,28
1247,1247,32,26
1248,1248,32,43
1249,1249,33,24
1250,1250,33,23
1251,1251,33,21
1252,1252,33,45
1253,1253,34,21
1254,1254,34,19
1255,1255,34,19
1256,1256,34,25
1257,1257,35,22
1258,1258,35,16
1259,1259,35,24
1260,1260,35,29
1261,1261,1,23
1262,1262,1,26
1263,1263,1,23
1264,1264,1,56
1265,1265,2,26
1266,1266,2,38
1267,1267,2,22
1268,1268,2,30
1269,1269,3,23
1270,1270,3,31
1271,1271,3,12
1272,1272,3,38
1273,1273,4,51
1274,1274,4,25
1275,1275,4,30
1276,1276,4,26
1277,1277,5,19
1278,1278,5,19
1279,1279,5,13
1280,1280,5,46
1281,1281,6,33
1282,1282,6,26
1283,1283,6,10
1284,1284,6,29
1285,1285,7,45
1286,1286,7,11
1287,1287,7,37
1288,1288,7,13
1289,1289,8,28
1290,1290,8,10
1291,1291,8,24
1292,1292,8,37
1293,1293,9,35
1294,1294,9,19
1295,1295,9,15
1296,1296,9,28
1297,1297,10,44
1298,1298,10,35
1299,1299,10,30
1300,1300,10,20
1301,1301,11,51
1302,1302,11,44
1303,1303,11,18
1304,1304,11,24
1305,1305,12,45
1306,1306,12,32
1307,1307,12,17
1308,1308,12,30
1309,1309,13,47
1310,1310,13,16
1311,1311,13,20
1312,1312,13,34
1313,1313,14,45
1314,1314,14,17
1315,1315,14,30
1316,1316,14,38
1317,1317,15,44
1318,1318,15,13
1319,1319,15,16
1320,1320,15,32
1321,1321,16,26
1322,1322,16,34
1323,1323,16,33
1324,1324,16,47
1325,1325,17,45
1326,1326,17,16
1327,1327,17,29
1328,1328,17,22
1329,1329,18,32
1330,1330,18,16
1331,1331,18,32
1332,1332,18,27
1333,1333,19,39
1334,1334,19,26
1335,1335,19,18
1336,1336,19,23
1337,1337,20,17
1338,1338,20,17
1339,1339,20,21
1340,1340,20,41
1341,1341,21,35
1342,1342,21,38
1343,1343,21,8
1344,1344,21,20
1345,1345,22,25
1346,1346,22,45
1347,1347,22,24
1348,1348,22,23
1349,1349,23,46
1350,1350,23,28
1351,1351,23,14
1352,1352,23,34
1353,1353,24,29
1354,1354,24,21
1355,1355,24,32
1356,1356,24,55
1357,1357,25,23
1358,1358,25,35
1359,1359,25,12
1360,1360,25,33
1361,1361,26,39
1362,1362,26,30
1363,1363,26,18
1364,1364,26,42
1365,1365,27,27
1366,1366,27,28
1367,1367,27,34
1368,1368,27,37
1369,1369,28,37
1370,1370,28,20
1371,1371,28,34
1372,1372,28,34
1373,1373,29,29
1374,1374,29,51
1375,1375,29,22
1376,1376,29,24
1377,1377,30,44
1378,1378,30,10
1379,1379,30,28
1380,1380,30,31
1381,1381,31,26
1382,1382,31,23
1383,1383,31,15
1384,1384,31,42
1385,1385,32,28
1386,1386,32,32
1387,1387,32,39
1388,1388,32,23
1389,1389,33,24
1390,1390,33,48
1391,1391,33,11
1392,1392,33,25
1393,1393,34,54
1394,1394,34,23
1395,1395,34,27
1396,1396,34,29
1397,1397,35,41
1398,1398,35,25
1399,1399,35,12
1400,1400,35,43
1401,1401,1,31
1402,1402,1,15
1403,1403,1,17
1404,1404,1,18
1405,1405,2,32
1406,1406,2,40
1407,1407,2,15
1408,1408,2,28
1409,1409,3,46
1410,1410,3,20
1411,1411,3,17
1412,1412,3,19
1413,1413,4,31
1414,1414,4,15
1415,1415,4,10
1416,1416,4,35
1417,1417,5,21
1418,1418,5,31
1419,1419,5,10
1420,1420,5,34
1421,1421,6,35
1422,1422,6,8
1423,1423,6,18
1424,1424,6,28
1425,1425,7,24
1426,1426,7,43
1427,1427,7,15
1428,1428,7,17
1429,1429,8,36
1430,1430,8,31
1431,1431,8,7
1432,1432,8,23
1433,1433,9,14
1434,1434,9,23
1435,1435,9,12
1436,1436,9,36
1437,1437,10,28
1438,1438,10,25
1439,1439,10,15
1440,1440,10,28
1441,1441,11,29
1442,1442,11,24
1443,1443,11,17
1444,1444,11,17
1445,1445,12,23
1446,1446,12,6
1447,1447,12,23
1448,1448,12,24
1449,1449,13,45
1450,1450,13,15
1451,1451,13,13
1452,1452,13,54
1453,1453,14,23
1454,1454,14,33
1455,1455,14,23
1456,1456,14,25
1457,1457,15,23
1458,1458,15,19
1459,1459,15,8
1460,1460,15,31
1461,1461,16,14
1462,1462,16,18
1463,1463,16,31
1464,1464,16,43
1465,1465,17,7
1466,1466,17,29
1467,1467,17,20
1468,1468,17,31
1469,1469,18,20
1470,1470,18,26
1471,1471,18,26
1472,1472,18,14
1473,1473,19,26
1474,1474,19,23
1475,1475,19,36
1476,1476,19,29
1477,1477,20,29
1478,1478,20,18
1479,1479,20,10
1480,1480,20,26
1481,1481,21,25
1482,1482,21,26
1483,1483,21,31
1484,1484,21,15
1485,1485,22,36
1486,1486,22,32
1487,1487,22,20
1488,1488,22,18
1489,1489,23,21
1490,1490,23,30
1491,1491,23,13
1492,1492,23,32
1493,1493,24,25
1494,1494,24,28
1495,1495,24,17
1496,1496,24,28
1497,1497,25,36
1498,1498,25,26
1499,1499,25,14
1500,1500,25,10
1501,1501,26,38
1502,1502,26,19
1503,1503,26,22
1504,1504,26,19
1505,1505,27,24
1506,1506,27,17
1507,1507,27,16
1508,1508,27,33
1509,1509,28,32
1510,1510,28,19
1511,1511,28,6
1512,1512,28,16
1513,1513,29,23
1514,1514,29,16
1515,1515,29,19
1516,1516,29,27
1517,1517,30,30
1518,1518,30,31
1519,1519,30,16
1520,1520,30,34
1521,1521,31,51
1522,1522,31,22
1523,1523,31,26
1524,1524,31,21
1525,1525,32,31
1526,1526,32,15
1527,1527,32,21
1528,1528,32,55
1529,1529,33,43
1530,1530,33,12
1531,1531,33,30
1532,1532,33,19
1533,1533,34,56
1534,1534,34,26
1535,1535,34,20
1536,1536,34,27
1537,1537,35,31
1538,1538,35,21
1539,1539,35,25
1540,1540,35,20
1541,1541,1,52
1542,1542,1,16
1543,1543,1,18
1544,1544,1,24
1545,1545,2,33
1546,1546,2,15
1547,1547,2,18
1548,1548,2,17
1549,1549,3,22
1550,1550,3,10
1551,1551,3,8
1552,1552,3,32
1553,1553,4,13
1554,1554,4,12
1555,1555,4,12
1556,1556,4,29
1557,1557,5,31
1558,1558,5,15
1559,1559,5,27
1560,1560,5,22
1561,1561,6,28
1562,1562,6,17
1563,1563,6,16
1564,1564,6,28
1565,1565,7,22
1566,1566,7,18
1567,1567,7,13
1568,1568,7,13
1569,1569,8,32
1570,1570,8,24
1571,1571,8,11
1572,1572,8,12
1573,1573,9,13
1574,1574,9,20
1575,1575,9,26
1576,1576,9,26
1577,1577,10,31
1578,1578,10,12
1579,1579,10,17
1580,1580,10,35
1581,1581,11,38
1582,1582,11,16
1583,1583,11,27
1584,1584,11,22
1585,1585,12,30
1586,1586,12,33
1587,1587,12,11
1588,1588,12,24
1589,1589,13,38
1590,1590,13,12
1591,1591,13,13
1592,1592,13,24
1593,1593,14,26
1594,1594,14,16
1595,1595,14,27
1596,1596,14,16
