id,dailySaleId,flowerId,soldQuantity,damagedQuantity
566,17,6,10,0
567,17,7,43,1
568,17,8,28,1
569,17,9,35,1
570,17,10,45,3
571,17,11,22,1
572,17,12,45,2
573,17,13,37,2
574,17,14,33,2
575,17,15,17,1
576,17,16,88,3
577,17,17,68,1
578,17,18,53,2
579,17,19,45,1
580,17,20,33,1
581,17,21,49,1
582,17,22,32,1
583,17,23,52,3
584,17,24,41,1
585,17,25,22,1
586,17,26,23,1
587,17,27,68,4
588,17,28,32,1
589,17,29,45,2
590,17,30,45,1
591,17,31,49,2
592,17,32,23,1
593,17,33,40,0
594,17,34,31,2
595,17,35,117,6
596,18,1,27,1
597,18,2,7,0
598,18,3,9,0
599,18,4,35,2
600,18,5,33,1
601,18,6,56,1
602,18,7,28,0
603,18,8,18,1
604,18,9,18,1
605,18,10,54,2
606,18,11,22,1
607,18,12,23,1
608,18,13,20,1
609,18,14,14,0
610,18,15,14,0
611,18,16,32,1
612,18,17,42,3
613,18,18,16,0
614,18,19,46,2
615,18,20,26,1
616,18,21,21,1
617,18,22,8,0
618,18,23,19,1
619,18,24,25,1
620,18,25,33,1
621,18,26,10,1
622,18,27,31,1
623,18,28,22,0
624,18,29,53,2
625,18,30,31,0
626,18,31,38,2
627,18,32,38,2
628,18,33,20,0
629,18,34,19,0
630,18,35,21,1
631,19,1,29,1
632,19,2,20,0
633,19,3,9,0
634,19,4,30,0
635,19,5,14,0
636,19,6,45,2
637,19,7,11,0
638,19,8,3,0
639,19,9,24,0
640,19,10,41,2
641,19,11,30,2
642,19,12,6,0
643,19,13,24,0
644,19,14,13,0
645,19,15,10,0
646,19,16,13,1
647,19,17,11,0
648,19,18,15,1
649,19,19,34,2
650,19,20,32,2
651,19,21,42,1
652,19,22,43,1
653,19,23,16,1
654,19,24,20,0
655,19,25,15,0
656,19,26,17,1
657,19,27,41,1
658,19,28,31,0
659,19,29,18,0
660,19,30,27,1
661,19,31,42,1
662,19,32,33,0
663,19,33,29,1
664,19,34,41,2
665,19,35,15,0
666,20,1,30,1
667,20,2,37,1
668,20,3,24,1
669,20,4,37,0
670,20,5,18,1
671,20,6,34,1
672,20,7,24,0
673,20,8,20,1
674,20,9,27,0
675,20,10,49,1
676,20,11,48,1
677,20,12,27,1
678,20,13,57,2
679,20,14,27,1
680,20,15,24,1
681,20,16,27,0
682,20,17,48,2
683,20,18,47,1
684,20,19,50,1
685,20,20,65,1
686,20,21,15,0
687,20,22,34,1
688,20,23,35,1
689,20,24,71,2
690,20,25,33,2
691,20,26,23,1
692,20,27,48,2
693,20,28,38,1
694,20,29,38,1
695,20,30,26,1
696,20,31,41,2
697,20,32,17,0
698,20,33,36,1
699,20,34,32,0
700,20,35,20,0
701,21,1,45,2
702,21,2,65,1
703,21,3,30,1
704,21,4,28,0
705,21,5,18,1
706,21,6,58,1
707,21,7,61,3
708,21,8,77,4
709,21,9,56,1
710,21,10,41,1
711,21,11,33,1
712,21,12,63,3
713,21,13,34,0
714,21,14,24,1
715,21,15,47,2
716,21,16,26,1
717,21,17,15,0
718,21,18,36,1
719,21,19,25,1
720,21,20,50,2
721,21,21,37,2
722,21,22,28,1
723,21,23,51,1
724,21,24,34,2
725,21,25,32,1
726,21,26,56,3
727,21,27,39,1
728,21,28,18,1
729,21,29,17,0
730,21,30,34,1
731,21,31,30,1
732,21,32,48,1
733,21,33,28,1
734,21,34,45,2
735,21,35,40,0
736,22,1,27,0
737,22,2,13,1
738,22,3,14,0
739,22,4,22,1
740,22,5,24,1
741,22,6,8,0
742,22,7,47,1
743,22,8,27,1
744,22,9,24,1
745,22,10,14,0
746,22,11,12,0
747,22,12,39,2
748,22,13,27,1
749,22,14,31,1
750,22,15,27,1
751,22,16,26,1
752,22,17,20,1
753,22,18,32,1
754,22,19,18,0
755,22,20,33,1
756,22,21,40,1
757,22,22,20,0
758,22,23,47,1
759,22,24,30,1
760,22,25,37,1
761,22,26,11,0
762,22,27,20,1
763,22,28,34,1
764,22,29,42,2
765,22,30,41,2
766,22,31,56,1
767,22,32,45,1
768,22,33,33,2
769,22,34,11,0
770,22,35,8,0
771,23,1,37,1
772,23,2,27,1
773,23,3,21,1
774,23,4,12,1
775,23,5,27,1
776,23,6,27,1
777,23,7,15,0
778,23,8,46,3
779,23,9,40,2
780,23,10,13,1
781,23,11,38,2
782,23,12,24,0
783,23,13,20,1
784,23,14,38,1
785,23,15,45,2
786,23,16,28,2
787,23,17,18,0
788,23,18,14,0
789,23,19,30,1
790,23,20,33,2
791,23,21,30,1
792,23,22,31,1
793,23,23,56,1
794,23,24,34,1
795,23,25,43,0
796,23,26,28,1
797,23,27,17,1
798,23,28,22,1
799,23,29,29,2
800,23,30,12,1
801,23,31,11,0
802,23,32,28,1
803,23,33,11,0
804,23,34,16,0
805,23,35,8,0
806,24,1,46,3
807,24,2,19,1
808,24,3,20,1
809,24,4,10,1
810,24,5,34,1
811,24,6,55,3
812,24,7,40,2
813,24,8,40,1
814,24,9,30,1
815,24,10,19,1
816,24,11,21,0
817,24,12,36,2
818,24,13,22,1
819,24,14,53,2
820,24,15,29,2
821,24,16,41,1
822,24,17,53,1
823,24,18,21,1
824,24,19,27,1
825,24,20,43,2
826,24,21,43,2
827,24,22,51,1
828,24,23,63,2
829,24,24,39,2
830,24,25,46,2
831,24,26,28,1
832,24,27,46,1
833,24,28,19,1
834,24,29,45,2
835,24,30,27,1
836,24,31,24,1
837,24,32,55,1
838,24,33,44,2
839,24,34,16,1
840,24,35,34,1
841,25,1,28,1
842,25,2,59,3
843,25,3,22,1
844,25,4,47,2
845,25,5,28,0
846,25,6,28,1
847,25,7,38,1
848,25,8,12,0
849,25,9,22,1
850,25,10,30,1
851,25,11,29,0
852,25,12,28,1
853,25,13,21,1
854,25,14,26,1
855,25,15,28,1
856,25,16,21,1
857,25,17,31,2
858,25,18,30,2
859,25,19,25,1
860,25,20,33,1
861,25,21,12,0
862,25,22,40,0
863,25,23,41,1
864,25,24,24,0
865,25,25,28,0
866,25,26,23,1
867,25,27,31,1
868,25,28,20,1
869,25,29,59,3
870,25,30,44,2
871,25,31,46,2
872,25,32,23,1
873,25,33,22,1
874,25,34,30,1
875,25,35,19,0
876,26,1,9,0
877,26,2,26,0
878,26,3,25,1
879,26,4,25,0
880,26,5,24,1
881,26,6,14,0
882,26,7,17,1
883,26,8,15,1
884,26,9,8,0
885,26,10,17,1
886,26,11,20,1
887,26,12,19,0
888,26,13,17,1
889,26,14,13,0
890,26,15,32,1
891,26,16,12,1
892,26,17,13,0
893,26,18,12,0
894,26,19,32,0
895,26,20,38,1
896,26,21,16,1
897,26,22,19,0
898,26,23,26,2
899,26,24,11,1
900,26,25,27,0
901,26,26,22,1
902,26,27,24,1
903,26,28,17,0
904,26,29,16,1
905,26,30,18,0
906,26,31,8,0
907,26,32,20,1
908,26,33,42,2
909,26,34,40,2
910,26,35,17,0
911,27,1,26,1
912,27,2,33,2
913,27,3,26,1
914,27,4,9,0
915,27,5,14,1
916,27,6,8,0
917,27,7,11,0
918,27,8,23,1
919,27,9,15,0
920,27,10,16,1
921,27,11,17,1
922,27,12,21,1
923,27,13,8,0
924,27,14,10,0
925,27,15,18,1
926,27,16,23,1
927,27,17,14,1
928,27,18,11,0
929,27,19,15,1
930,27,20,11,0
931,27,21,16,1
932,27,22,10,0
933,27,23,19,0
934,27,24,11,1
935,27,25,14,0
936,27,26,18,1
937,27,27,29,1
938,27,28,30,1
939,27,29,26,0
940,27,30,17,1
941,27,31,11,0
942,27,32,14,0
943,27,33,19,1
944,27,34,17,1
945,27,35,13,1
946,28,1,15,1
947,28,2,18,1
948,28,3,17,0
949,28,4,25,1
950,28,5,27,1
951,28,6,25,1
952,28,7,44,1
953,28,8,24,1
954,28,9,16,0
955,28,10,16,1
956,28,11,30,1
957,28,12,20,1
958,28,13,23,1
959,28,14,20,0
960,28,15,13,1
961,28,16,25,1
962,28,17,24,1
963,28,18,22,1
964,28,19,19,1
965,28,20,9,0
966,28,21,41,1
967,28,22,42,2
968,28,23,46,3
969,28,24,22,1
970,28,25,25,1
971,28,26,23,1
972,28,27,37,2
973,28,28,12,0
974,28,29,18,0
975,28,30,9,0
976,28,31,22,1
977,28,32,10,0
978,28,33,30,0
979,28,34,23,1
980,28,35,25,1
981,29,1,39,2
982,29,2,33,2
983,29,3,35,0
984,29,4,52,2
985,29,5,33,1
986,29,6,30,0
987,29,7,21,0
988,29,8,17,0
989,29,9,14,0
990,29,10,26,1
991,29,11,28,1
992,29,12,22,1
993,29,13,10,0
994,29,14,45,1
995,29,15,44,1
996,29,16,59,3
997,29,17,45,2
998,29,18,20,0
999,29,19,31,1
1000,29,20,15,0
1001,29,21,30,0
1002,29,22,19,1
1003,29,23,17,1
1004,29,24,26,1
1005,29,25,5,0
1006,29,26,33,1
1007,29,27,29,1
1008,29,28,18,1
1009,29,29,19,1
1010,29,30,37,2
1011,29,31,42,2
1012,29,32,25,1
1013,29,33,19,0
1014,29,34,21,1
1015,29,35,19,0
1016,30,1,14,0
1017,30,2,17,0
1018,30,3,6,0
1019,30,4,38,2
1020,30,5,20,1
1021,30,6,13,1
1022,30,7,22,1
1023,30,8,9,0
1024,30,9,9,0
1025,30,10,32,1
1026,30,11,45,1
1027,30,12,37,2
1028,30,13,19,1
1029,30,14,11,1
1030,30,15,17,1
1031,30,16,17,1
1032,30,17,44,1
1033,30,18,31,1
1034,30,19,14,0
1035,30,20,26,2
1036,30,21,9,0
1037,30,22,38,2
1038,30,23,14,0
1039,30,24,8,0
1040,30,25,8,0
1041,30,26,29,1
1042,30,27,14,1
1043,30,28,8,0
1044,30,29,17,0
1045,30,30,15,1
1046,30,31,32,1
1047,30,32,30,1
1048,30,33,29,1
1049,30,34,26,1
1050,30,35,11,0
1051,31,1,11,0
1052,31,2,13,1
1053,31,3,13,1
1054,31,4,16,0
1055,31,5,11,0
1056,31,6,10,0
1057,31,7,17,1
1058,31,8,15,0
1059,31,9,18,1
1060,31,10,20,1
1061,31,11,15,0
1062,31,12,18,1
1063,31,13,17,1
1064,31,14,18,1
1065,31,15,7,0
1066,31,16,6,0
1067,31,17,26,1
1068,31,18,18,0
1069,31,19,17,1
1070,31,20,13,0
1071,31,21,25,1
1072,31,22,32,0
1073,31,23,8,0
1074,31,24,11,1
1075,31,25,23,1
1076,31,26,12,0
1077,31,27,9,0
1078,31,28,11,0
1079,31,29,24,1
1080,31,30,30,2
1081,31,31,7,0
1082,31,32,15,1
1083,31,33,7,0
1084,31,34,10,0
1085,31,35,4,0
1086,32,1,25,1
1087,32,2,9,0
1088,32,3,46,2
1089,32,4,27,1
1090,32,5,25,1
1091,32,6,22,1
1092,32,7,28,2
1093,32,8,49,1
1094,32,9,33,1
1095,32,10,13,0
1096,32,11,47,3
1097,32,12,19,1
1098,32,13,22,1
1099,32,14,19,0
1100,32,15,24,1
1101,32,16,16,1
1102,32,17,24,0
1103,32,18,17,1
1104,32,19,20,1
1105,32,20,33,1
1106,32,21,29,1
1107,32,22,11,0
1108,32,23,40,2
1109,32,24,35,2
1110,32,25,47,2
1111,32,26,16,0
1112,32,27,34,1
1113,32,28,36,1
1114,32,29,36,1
1115,32,30,23,1
1116,32,31,19,1
1117,32,32,15,1
1118,32,33,48,2
1119,32,34,31,1
1120,32,35,25,1
1121,33,1,39,1
1122,33,2,22,0
1123,33,3,44,0
1124,33,4,38,2
1125,33,5,33,2
1126,33,6,33,1
1127,33,7,45,2
1128,33,8,36,1
1129,33,9,38,2
1130,33,10,15,1
1131,33,11,39,2
1132,33,12,32,1
1133,33,13,34,2
1134,33,14,34,2
1135,33,15,26,1
1136,33,16,55,1
1137,33,17,48,1
1138,33,18,38,1
1139,33,19,22,0
1140,33,20,11,1
1141,33,21,45,1
1142,33,22,38,1
1143,33,23,50,2
1144,33,24,22,0
1145,33,25,31,1
1146,33,26,29,1
1147,33,27,30,1
1148,33,28,28,1
1149,33,29,15,0
1150,33,30,25,1
1151,33,31,39,2
1152,33,32,15,0
1153,33,33,11,0
1154,33,34,15,1
1155,33,35,17,0
1156,34,1,16,1
1157,34,2,17,1
1158,34,3,15,0
1159,34,4,26,1
1160,34,5,25,1
1161,34,6,16,1
1162,34,7,20,1
1163,34,8,16,1
1164,34,9,16,1
1165,34,10,15,0
1166,34,11,18,1
1167,34,12,28,2
1168,34,13,8,0
1169,34,14,51,1
1170,34,15,20,0
1171,34,16,31,0
1172,34,17,24,1
1173,34,18,9,0
1174,34,19,31,0
1175,34,20,20,1
1176,34,21,32,2
1177,34,22,9,0
1178,34,23,26,1
1179,34,24,28,0
1180,34,25,23,1
1181,34,26,16,0
1182,34,27,21,1
1183,34,28,34,1
1184,34,29,30,1
1185,34,30,19,1
1186,34,31,19,0
1187,34,32,28,0
1188,34,33,13,0
1189,34,34,13,1
1190,34,35,14,1
1191,35,1,10,0
1192,35,2,23,1
1193,35,3,12,0
1194,35,4,14,1
1195,35,5,35,2
1196,35,6,29,1
1197,35,7,29,2
1198,35,8,16,1
1199,35,9,15,1
1200,35,10,19,1
1201,35,11,30,1
1202,35,12,8,0
1203,35,13,17,1
1204,35,14,19,0
1205,35,15,23,1
1206,35,16,7,0
1207,35,17,21,1
1208,35,18,23,0
1209,35,19,13,0
1210,35,20,31,1
1211,35,21,19,0
1212,35,22,22,1
1213,35,23,17,1
1214,35,24,10,0
1215,35,25,29,1
1216,35,26,18,0
1217,35,27,28,1
1218,35,28,12,0
1219,35,29,17,0
1220,35,30,28,1
1221,35,31,14,1
1222,35,32,22,1
1223,35,33,17,0
1224,35,34,20,0
1225,35,35,22,1
1226,36,1,19,1
1227,36,2,18,1
1228,36,3,37,1
1229,36,4,23,0
1230,36,5,30,1
1231,36,6,21,1
1232,36,7,45,1
1233,36,8,27,1
1234,36,9,14,0
1235,36,10,15,0
1236,36,11,26,1
1237,36,12,12,1
1238,36,13,26,1
1239,36,14,44,2
1240,36,15,18,1
1241,36,16,22,1
1242,36,17,26,1
1243,36,18,33,0
1244,36,19,29,1
1245,36,20,15,1
1246,36,21,37,1
1247,36,22,34,2
1248,36,23,62,3
1249,36,24,23,1
1250,36,25,12,0
1251,36,26,15,1
1252,36,27,24,1
1253,36,28,37,2
1254,36,29,13,0
1255,36,30,33,1
1256,36,31,16,0
1257,36,32,33,2
1258,36,33,27,1
1259,36,34,29,1
1260,36,35,28,0
1261,37,1,52,1
1262,37,2,44,1
1263,37,3,40,2
1264,37,4,47,3
1265,37,5,34,1
1266,37,6,8,0
1267,37,7,32,2
1268,37,8,26,1
1269,37,9,36,2
1270,37,10,37,2
1271,37,11,47,1
1272,37,12,20,0
1273,37,13,14,1
1274,37,14,27,1
1275,37,15,48,2
1276,37,16,15,1
1277,37,17,31,2
1278,37,18,35,1
1279,37,19,37,1
1280,37,20,26,1
1281,37,21,37,2
1282,37,22,27,1
1283,37,23,47,2
1284,37,24,30,2
1285,37,25,16,1
1286,37,26,75,1
1287,37,27,6,0
1288,37,28,38,1
1289,37,29,58,1
1290,37,30,24,1
1291,37,31,12,1
1292,37,32,25,1
1293,37,33,14,0
1294,37,34,24,1
1295,37,35,22,0
1296,38,1,21,1
1297,38,2,24,0
1298,38,3,6,0
1299,38,4,43,1
1300,38,5,19,1
1301,38,6,7,0
1302,38,7,11,0
1303,38,8,19,0
1304,38,9,14,0
1305,38,10,22,1
1306,38,11,51,2
1307,38,12,17,1
1308,38,13,41,0
1309,38,14,22,0
1310,38,15,37,2
1311,38,16,36,1
1312,38,17,27,0
1313,38,18,15,0
1314,38,19,31,2
1315,38,20,28,2
1316,38,21,43,1
1317,38,22,43,1
1318,38,23,31,1
1319,38,24,27,1
1320,38,25,42,1
1321,38,26,41,1
1322,38,27,30,1
1323,38,28,10,0
1324,38,29,28,1
1325,38,30,13,0
1326,38,31,30,1
1327,38,32,25,1
1328,38,33,23,0
1329,38,34,13,0
1330,38,35,7,0
1331,39,1,8,0
1332,39,2,15,1
1333,39,3,16,1
1334,39,4,14,1
1335,39,5,18,1
1336,39,6,36,2
1337,39,7,35,2
1338,39,8,39,2
1339,39,9,23,1
1340,39,10,33,0
1341,39,11,15,1
1342,39,12,18,0
1343,39,13,24,1
1344,39,14,8,0
1345,39,15,12,1
1346,39,16,23,1
1347,39,17,16,1
1348,39,18,17,0
1349,39,19,25,1
1350,39,20,16,1
1351,39,21,23,1
1352,39,22,23,1
1353,39,23,29,1
1354,39,24,13,1
1355,39,25,18,0
1356,39,26,18,1
1357,39,27,10,0
1358,39,28,22,1
