id,distributionReceiptId,flowerId,receivedQuantity,damagedQuantity,missingQuantity
176,176,9,33,1,0
177,177,10,31,0,1
178,178,10,8,0,0
179,179,10,21,0,0
180,180,10,19,0,0
181,181,11,15,0,0
182,182,11,22,0,0
183,183,11,13,0,0
184,184,11,49,1,1
185,185,12,42,0,0
186,186,12,17,0,0
187,187,12,33,1,1
188,188,12,35,1,0
189,189,13,23,1,0
190,190,13,28,0,1
191,191,13,19,0,0
192,192,13,32,1,1
193,193,14,32,0,0
194,194,14,20,1,0
195,195,14,18,0,0
196,196,14,27,0,0
197,197,15,26,0,0
198,198,15,18,0,0
199,199,15,14,0,0
200,200,15,48,1,0
201,201,16,37,1,0
202,202,16,22,0,0
203,203,16,28,0,0
204,204,16,40,1,1
205,205,17,39,0,0
206,206,17,14,0,0
207,207,17,28,1,0
208,208,17,33,0,1
209,209,18,26,1,0
210,210,18,18,1,0
211,211,18,19,0,0
212,212,18,29,0,0
213,213,19,39,1,0
214,214,19,15,0,0
215,215,19,13,0,0
216,216,19,17,0,0
217,217,20,39,0,0
218,218,20,17,0,0
219,219,20,14,0,0
220,220,20,24,0,0
221,221,21,40,1,1
222,222,21,25,1,0
223,223,21,22,0,0
224,224,21,19,0,0
225,225,22,54,1,1
226,226,22,18,0,0
227,227,22,18,0,0
228,228,22,22,1,0
229,229,23,38,1,0
230,230,23,19,0,0
231,231,23,13,0,0
232,232,23,28,0,1
233,233,24,53,2,1
234,234,24,22,0,0
235,235,24,8,0,0
236,236,24,27,1,1
237,237,25,48,1,1
238,238,25,21,0,0
239,239,25,18,0,0
240,240,25,25,1,0
241,241,26,43,0,1
242,242,26,25,1,0
243,243,26,24,0,0
244,244,26,23,0,0
245,245,27,37,0,0
246,246,27,31,1,0
247,247,27,16,0,0
248,248,27,27,0,0
249,249,28,38,0,1
250,250,28,36,0,0
251,251,28,9,0,0
252,252,28,18,0,0
253,253,29,35,0,0
254,254,29,40,1,0
255,255,29,21,0,0
256,256,29,21,0,0
257,257,30,30,1,0
258,258,30,37,0,1
259,259,30,29,1,1
260,260,30,28,0,0
261,261,31,49,0,0
262,262,31,10,0,0
263,263,31,17,0,0
264,264,31,24,1,0
265,265,32,61,0,0
266,266,32,19,0,0
267,267,32,17,0,0
268,268,32,39,0,1
269,269,33,30,0,0
270,270,33,12,0,0
271,271,33,18,0,0
272,272,33,22,0,0
273,273,34,48,1,0
274,274,34,19,0,0
275,275,34,14,0,0
276,276,34,19,0,0
277,277,35,22,0,0
278,278,35,29,0,0
279,279,35,9,0,0
280,280,35,27,0,0
281,281,1,35,1,1
282,282,1,18,0,0
283,283,1,10,0,0
284,284,1,24,0,0
285,285,2,43,0,0
286,286,2,32,1,0
287,287,2,24,1,0
288,288,2,22,0,0
289,289,3,49,1,1
290,290,3,15,0,0
291,291,3,36,0,0
292,292,3,22,0,0
293,293,4,28,0,0
294,294,4,30,0,0
295,295,4,17,0,0
296,296,4,22,0,0
297,297,5,21,1,0
298,298,5,27,1,0
299,299,5,16,0,0
300,300,5,31,0,0
301,301,6,50,0,0
302,302,6,23,0,0
303,303,6,14,0,0
304,304,6,28,0,0
305,305,7,48,1,1
306,306,7,24,0,0
307,307,7,17,0,0
308,308,7,35,1,0
309,309,8,23,1,0
310,310,8,19,0,0
311,311,8,20,1,0
312,312,8,20,1,0
313,313,9,40,0,0
314,314,9,26,0,0
315,315,9,27,0,0
316,316,9,14,0,0
317,317,10,22,0,0
318,318,10,31,0,0
319,319,10,21,0,0
320,320,10,28,1,0
321,321,11,54,1,0
322,322,11,25,0,0
323,323,11,31,0,1
324,324,11,30,1,1
325,325,12,65,2,1
326,326,12,19,0,0
327,327,12,22,0,0
328,328,12,25,0,0
329,329,13,31,0,0
330,330,13,20,1,0
331,331,13,18,1,0
332,332,13,31,1,0
333,333,14,22,0,0
334,334,14,13,0,0
335,335,14,16,0,0
336,336,14,34,1,0
337,337,15,38,0,0
338,338,15,38,1,0
339,339,15,14,0,0
340,340,15,12,0,0
341,341,16,46,1,1
342,342,16,22,0,0
343,343,16,16,0,0
344,344,16,16,0,0
345,345,17,32,1,1
346,346,17,16,0,0
347,347,17,24,0,0
348,348,17,30,0,0
349,349,18,18,0,0
350,350,18,26,1,0
351,351,18,19,0,0
352,352,18,16,0,0
353,353,19,45,0,0
354,354,19,16,0,0
355,355,19,7,0,0
356,356,19,17,0,0
357,357,20,37,0,1
358,358,20,27,0,0
359,359,20,10,0,0
360,360,20,49,2,1
361,361,21,15,0,0
362,362,21,38,0,0
363,363,21,27,0,1
364,364,21,27,1,0
365,365,22,35,1,1
366,366,22,23,0,0
367,367,22,23,0,0
368,368,22,26,0,0
369,369,23,35,0,1
370,370,23,24,0,0
371,371,23,23,1,0
372,372,23,38,1,1
373,373,24,40,1,0
374,374,24,26,0,0
375,375,24,16,0,0
376,376,24,29,0,0
377,377,25,51,0,1
378,378,25,16,0,0
379,379,25,18,1,0
380,380,25,26,0,0
381,381,26,29,0,0
382,382,26,39,1,0
383,383,26,19,0,0
384,384,26,29,0,0
385,385,27,29,0,0
386,386,27,20,1,0
387,387,27,9,0,0
388,388,27,35,1,0
389,389,28,50,0,1
390,390,28,13,0,0
391,391,28,29,1,0
392,392,28,26,1,1
393,393,29,48,1,0
394,394,29,15,0,0
395,395,29,36,1,1
396,396,29,13,0,0
397,397,30,51,1,1
398,398,30,23,0,0
399,399,30,21,0,0
400,400,30,10,0,0
401,401,31,40,0,1
402,402,31,29,1,0
403,403,31,9,0,0
404,404,31,29,0,1
405,405,32,35,0,0
406,406,32,24,0,0
407,407,32,27,0,0
408,408,32,23,1,0
409,409,33,36,1,0
410,410,33,17,0,0
411,411,33,8,0,0
412,412,33,22,0,0
413,413,34,46,1,0
414,414,34,11,0,0
415,415,34,26,0,0
416,416,34,42,1,1
417,417,35,22,1,0
418,418,35,18,0,0
419,419,35,15,0,0
420,420,35,51,0,0
421,421,1,20,0,0
422,422,1,7,0,0
423,423,1,32,0,0
424,424,1,24,0,0
425,425,2,20,0,0
426,426,2,24,0,0
427,427,2,13,0,0
428,428,2,30,1,0
429,429,3,23,0,0
430,430,3,26,0,0
431,431,3,15,0,0
432,432,3,25,0,0
433,433,4,30,0,0
434,434,4,17,0,0
435,435,4,19,0,0
436,436,4,19,0,0
437,437,5,13,0,0
438,438,5,26,0,0
439,439,5,12,0,0
440,440,5,27,0,0
441,441,6,29,0,0
442,442,6,5,0,0
443,443,6,8,0,0
444,444,6,30,1,0
445,445,7,22,0,0
446,446,7,23,0,0
447,447,7,14,0,0
448,448,7,24,0,0
449,449,8,23,0,0
450,450,8,26,0,0
451,451,8,27,0,0
452,452,8,20,0,0
453,453,9,13,0,0
454,454,9,12,0,0
455,455,9,21,0,0
456,456,9,28,0,0
457,457,10,25,0,0
458,458,10,34,0,0
459,459,10,12,0,0
460,460,10,14,0,0
461,461,11,30,1,0
462,462,11,16,0,0
463,463,11,17,0,0
464,464,11,17,0,0
465,465,12,18,0,0
466,466,12,22,1,0
467,467,12,18,0,0
468,468,12,22,0,0
469,469,13,13,0,0
470,470,13,18,0,0
471,471,13,13,0,0
472,472,13,30,1,0
473,473,14,22,1,0
474,474,14,37,0,0
475,475,14,25,1,0
476,476,14,28,0,0
477,477,15,26,1,0
478,478,15,28,0,1
479,479,15,22,0,0
480,480,15,23,0,0
481,481,16,28,1,0
482,482,16,15,0,0
483,483,16,23,0,0
484,484,16,24,1,0
485,485,17,41,0,0
486,486,17,14,0,0
487,487,17,13,0,0
488,488,17,10,0,0
489,489,18,24,1,0
490,490,18,20,0,0
491,491,18,10,0,0
492,492,18,20,0,0
493,493,19,29,0,0
494,494,19,23,0,0
495,495,19,22,0,0
496,496,19,21,0,0
497,497,20,21,0,0
498,498,20,26,0,0
499,499,20,19,0,0
500,500,20,21,0,0
501,501,21,26,0,0
502,502,21,30,1,0
503,503,21,11,0,0
504,504,21,29,1,0
505,505,22,20,0,0
506,506,22,16,0,0
507,507,22,15,0,0
508,508,22,37,1,0
509,509,23,29,1,0
510,510,23,11,0,0
511,511,23,14,0,0
512,512,23,37,0,0
513,513,24,27,1,1
514,514,24,13,0,0
515,515,24,16,0,0
516,516,24,22,0,0
517,517,25,34,1,1
518,518,25,44,1,1
519,519,25,8,0,0
520,520,25,18,0,0
521,521,26,18,0,0
522,522,26,24,0,0
523,523,26,8,0,0
524,524,26,34,0,0
525,525,27,24,0,0
526,526,27,14,0,0
527,527,27,29,0,0
528,528,27,42,1,0
529,529,28,19,0,0
530,530,28,30,1,1
531,531,28,15,0,0
532,532,28,34,1,1
533,533,29,20,0,0
534,534,29,32,1,0
535,535,29,4,0,0
536,536,29,27,0,0
537,537,30,44,1,0
538,538,30,16,0,0
539,539,30,17,0,0
540,540,30,25,1,0
541,541,31,28,0,0
542,542,31,20,0,0
543,543,31,9,0,0
544,544,31,27,0,1
545,545,32,24,0,0
546,546,32,14,0,0
547,547,32,11,0,0
548,548,32,30,1,0
549,549,33,28,1,0
550,550,33,17,0,0
551,551,33,9,0,0
552,552,33,42,1,0
553,553,34,38,0,1
554,554,34,19,0,0
555,555,34,13,0,0
556,556,34,21,1,0
557,557,35,29,0,0
558,558,35,24,0,0
559,559,35,11,0,0
560,560,35,26,0,0
561,561,1,29,0,1
562,562,1,12,0,0
563,563,1,6,0,0
564,564,1,24,0,0
565,565,2,24,0,0
566,566,2,19,0,0
567,567,2,12,0,0
568,568,2,18,0,0
569,569,3,38,0,0
570,570,3,17,0,0
571,571,3,16,0,0
572,572,3,27,0,0
573,573,4,27,1,0
574,574,4,11,0,0
575,575,4,17,0,0
576,576,4,24,0,0
577,577,5,17,0,0
578,578,5,8,0,0
579,579,5,17,0,0
580,580,5,21,0,0
581,581,6,21,0,0
582,582,6,15,0,0
583,583,6,17,0,0
584,584,6,30,0,0
585,585,7,15,0,0
586,586,7,16,0,0
587,587,7,16,0,0
588,588,7,20,0,0
589,589,8,24,0,0
590,590,8,4,0,0
591,591,8,15,0,0
592,592,8,19,0,0
593,593,9,21,0,0
594,594,9,20,1,0
595,595,9,14,0,0
596,596,9,20,1,0
597,597,10,19,0,0
598,598,10,6,0,0
599,599,10,8,0,0
600,600,10,17,0,0
601,601,11,17,0,0
602,602,11,19,0,0
603,603,11,13,0,0
604,604,11,11,0,0
605,605,12,12,0,0
606,606,12,15,0,0
607,607,12,36,0,0
608,608,12,39,0,0
609,609,13,22,0,0
610,610,13,14,0,0
611,611,13,18,0,0
612,612,13,38,1,0
613,613,14,15,0,0
614,614,14,17,0,0
615,615,14,23,0,0
616,616,14,23,0,0
617,617,15,15,0,0
618,618,15,15,0,0
619,619,15,20,0,0
620,620,15,20,0,0
621,621,16,20,0,0
622,622,16,20,0,0
623,623,16,25,0,0
624,624,16,16,0,0
625,625,17,29,1,0
626,626,17,8,0,0
627,627,17,15,0,0
628,628,17,13,0,0
629,629,18,30,1,0
630,630,18,7,0,0
631,631,18,15,0,0
632,632,18,18,0,0
633,633,19,21,0,0
634,634,19,19,0,0
635,635,19,25,0,0
636,636,19,10,0,0
637,637,20,25,0,0
638,638,20,6,0,0
639,639,20,10,0,0
640,640,20,27,0,0
641,641,21,20,1,0
642,642,21,31,0,0
643,643,21,15,0,0
644,644,21,18,0,0
645,645,22,22,1,0
646,646,22,19,0,0
647,647,22,24,1,0
648,648,22,20,0,0
649,649,23,11,0,0
650,650,23,20,0,0
651,651,23,21,0,0
652,652,23,22,0,0
653,653,24,21,0,0
654,654,24,18,0,0
655,655,24,16,0,0
656,656,24,18,0,0
657,657,25,24,0,0
658,658,25,16,0,0
659,659,25,16,0,0
660,660,25,22,0,0
661,661,26,16,0,0
662,662,26,14,0,0
663,663,26,13,0,0
664,664,26,23,1,0
665,665,27,26,0,1
666,666,27,9,0,0
667,667,27,8,0,0
668,668,27,10,0,0
669,669,28,21,0,0
670,670,28,19,0,0
671,671,28,13,0,0
672,672,28,20,0,0
673,673,29,22,0,0
674,674,29,28,1,0
675,675,29,13,0,0
676,676,29,20,0,0
677,677,30,21,0,0
678,678,30,34,1,1
679,679,30,17,0,0
680,680,30,20,1,0
681,681,31,27,1,0
682,682,31,23,0,0
683,683,31,12,0,0
684,684,31,17,0,0
685,685,32,15,0,0
686,686,32,18,0,0
687,687,32,9,0,0
688,688,32,25,0,0
689,689,33,22,0,0
690,690,33,14,0,0
691,691,33,14,0,0
692,692,33,30,0,0
693,693,34,15,0,0
694,694,34,16,0,0
695,695,34,11,0,0
696,696,34,26,1,0
697,697,35,29,0,0
698,698,35,22,1,0
699,699,35,13,0,0
700,700,35,27,0,0
701,701,1,12,0,0
702,702,1,17,0,0
703,703,1,13,0,0
704,704,1,26,0,0
705,705,2,15,0,0
706,706,2,11,0,0
707,707,2,23,0,0
708,708,2,13,0,0
709,709,3,19,0,0
710,710,3,13,0,0
711,711,3,30,0,0
712,712,3,20,0,0
713,713,4,20,0,0
714,714,4,18,0,0
715,715,4,17,0,0
716,716,4,25,1,0
717,717,5,27,0,0
718,718,5,16,0,0
719,719,5,17,0,0
720,720,5,20,0,0
721,721,6,27,0,0
722,722,6,20,0,0
723,723,6,10,0,0
724,724,6,13,0,0
725,725,7,28,0,0
726,726,7,11,0,0
727,727,7,11,0,0
728,728,7,29,0,0
729,729,8,27,0,0
730,730,8,30,1,1
731,731,8,19,1,0
732,732,8,24,0,0
733,733,9,14,0,0
734,734,9,29,0,0
735,735,9,13,0,0
736,736,9,16,0,0
737,737,10,19,0,0
738,738,10,27,1,0
739,739,10,24,0,0
740,740,10,16,0,0
741,741,11,14,0,0
742,742,11,19,0,0
743,743,11,33,0,0
744,744,11,20,0,0
745,745,12,18,0,0
746,746,12,15,0,0
747,747,12,18,0,0
748,748,12,28,1,0
749,749,13,29,0,0
750,750,13,9,0,0
751,751,13,8,0,0
752,752,13,28,0,0
753,753,14,35,0,1
754,754,14,16,0,0
755,755,14,9,0,0
756,756,14,24,0,0
757,757,15,23,0,0
758,758,15,29,0,0
759,759,15,12,0,0
760,760,15,17,0,0
761,761,16,34,1,0
762,762,16,13,0,0
763,763,16,3,0,0
764,764,16,21,1,0
765,765,17,15,0,0
766,766,17,11,0,0
767,767,17,11,0,0
768,768,17,18,0,0
769,769,18,23,0,0
770,770,18,14,0,0
771,771,18,17,0,0
772,772,18,20,0,0
773,773,19,20,0,0
774,774,19,18,0,0
775,775,19,21,0,0
776,776,19,16,0,0
777,777,20,25,1,0
778,778,20,19,0,0
779,779,20,9,0,0
780,780,20,19,0,0
781,781,21,34,1,0
782,782,21,8,0,0
783,783,21,10,0,0
784,784,21,20,0,0
785,785,22,18,1,0
786,786,22,10,0,0
787,787,22,13,0,0
788,788,22,19,0,0
789,789,23,32,0,0
790,790,23,6,0,0
791,791,23,10,0,0
792,792,23,23,0,0
793,793,24,37,1,1
794,794,24,11,0,0
795,795,24,6,0,0
796,796,24,22,0,0
797,797,25,28,0,0
798,798,25,16,0,0
799,799,25,15,0,0
800,800,25,11,0,0
801,801,26,22,0,0
802,802,26,16,0,0
803,803,26,17,0,0
804,804,26,28,0,0
805,805,27,15,0,0
806,806,27,17,0,0
807,807,27,21,0,0
808,808,27,16,0,0
809,809,28,40,0,1
810,810,28,16,0,0
811,811,28,9,0,0
812,812,28,17,0,0
813,813,29,20,0,0
814,814,29,11,0,0
815,815,29,8,0,0
816,816,29,23,0,0
817,817,30,34,0,0
818,818,30,16,0,0
819,819,30,25,0,0
820,820,30,9,0,0
821,821,31,19,0,0
822,822,31,13,0,0
823,823,31,17,0,0
824,824,31,23,0,0
825,825,32,19,0,0
826,826,32,5,0,0
827,827,32,14,0,0
828,828,32,20,0,0
829,829,33,20,0,0
830,830,33,11,0,0
831,831,33,6,0,0
832,832,33,20,0,0
833,833,34,35,1,1
834,834,34,10,0,0
835,835,34,20,0,0
836,836,34,13,0,0
837,837,35,31,1,1
838,838,35,12,0,0
839,839,35,20,0,0
840,840,35,20,0,0
841,841,1,12,0,0
842,842,1,17,0,0
843,843,1,17,0,0
844,844,1,33,1,0
845,845,2,20,0,0
846,846,2,18,0,0
847,847,2,15,0,0
848,848,2,35,1,0
849,849,3,24,1,0
850,850,3,16,0,0
851,851,3,12,0,0
852,852,3,16,0,0
853,853,4,13,0,0
854,854,4,11,0,0
855,855,4,13,0,0
856,856,4,22,0,0
857,857,5,40,0,0
858,858,5,18,0,0
859,859,5,11,0,0
860,860,5,16,0,0
861,861,6,28,0,0
862,862,6,25,0,0
863,863,6,14,0,0
864,864,6,21,0,0
865,865,7,36,0,1
866,866,7,27,0,0
867,867,7,12,0,0
868,868,7,20,0,0
869,869,8,30,0,0
870,870,8,8,0,0
871,871,8,9,0,0
872,872,8,21,0,0
873,873,9,38,0,1
874,874,9,11,0,0
875,875,9,13,0,0
876,876,9,22,0,0
877,877,10,24,1,0
878,878,10,41,1,0
879,879,10,10,0,0
880,880,10,36,0,0
881,881,11,25,0,0
882,882,11,22,0,0
883,883,11,22,0,0
884,884,11,33,1,0
885,885,12,35,0,0
886,886,12,13,0,0
887,887,12,19,0,0
888,888,12,39,1,0
889,889,13,32,1,0
890,890,13,25,0,0
891,891,13,9,0,0
892,892,13,23,0,0
893,893,14,17,0,0
894,894,14,11,0,0
895,895,14,17,0,0
896,896,14,25,1,0
897,897,15,15,0,0
898,898,15,17,0,0
899,899,15,14,0,0
900,900,15,17,0,0
901,901,16,27,0,0
902,902,16,14,0,0
903,903,16,9,0,0
904,904,16,30,1,1
905,905,17,40,1,1
906,906,17,13,0,0
907,907,17,17,0,0
908,908,17,11,0,0
909,909,18,34,1,0
910,910,18,8,0,0
911,911,18,21,0,0
912,912,18,6,0,0
913,913,19,16,0,0
914,914,19,27,1,0
915,915,19,12,0,0
916,916,19,10,0,0
917,917,20,20,0,0
918,918,20,33,0,0
919,919,20,12,0,0
920,920,20,23,0,0
921,921,21,16,0,0
922,922,21,10,0,0
923,923,21,22,0,0
924,924,21,39,1,1
925,925,22,15,0,0
926,926,22,23,1,0
927,927,22,15,0,0
928,928,22,38,1,0
929,929,23,25,1,0
930,930,23,19,0,0
931,931,23,6,0,0
932,932,23,22,1,0
933,933,24,22,0,0
934,934,24,10,0,0
935,935,24,23,0,0
936,936,24,23,1,0
937,937,25,24,1,1
938,938,25,9,0,0
939,939,25,17,0,0
940,940,25,34,0,0
941,941,26,30,0,1
942,942,26,13,0,0
943,943,26,7,0,0
944,944,26,36,1,1
945,945,27,18,0,0
946,946,27,13,0,0
947,947,27,24,1,0
948,948,27,22,1,0
949,949,28,21,0,0
950,950,28,39,0,0
951,951,28,23,0,0
952,952,28,39,0,0
953,953,29,23,0,0
954,954,29,21,0,0
955,955,29,14,0,0
956,956,29,26,0,0
957,957,30,35,1,0
958,958,30,22,0,0
959,959,30,11,0,0
960,960,30,20,0,0
961,961,31,24,0,0
962,962,31,18,0,0
963,963,31,11,0,0
964,964,31,43,1,0
965,965,32,30,0,0
966,966,32,16,0,0
967,967,32,16,0,0
968,968,32,16,0,0
969,969,33,16,0,0
970,970,33,21,0,0
971,971,33,14,0,0
972,972,33,24,0,0
973,973,34,25,0,0
974,974,34,20,1,0
975,975,34,17,0,0
976,976,34,24,1,0
977,977,35,29,1,1
978,978,35,17,0,0
979,979,35,10,0,0
980,980,35,19,0,0
981,981,1,32,1,0
982,982,1,30,0,0
983,983,1,23,0,0
984,984,1,18,0,0
985,985,2,19,0,0
986,986,2,21,0,0
987,987,2,25,0,0
988,988,2,40,1,1
989,989,3,15,0,0
990,990,3,40,1,0
991,991,3,19,1,0
992,992,3,21,1,0
993,993,4,25,1,0
994,994,4,24,0,0
995,995,4,21,1,0
996,996,4,19,0,0
997,997,5,34,0,0
998,998,5,29,0,0
999,999,5,9,0,0
1000,1000,5,19,0,0
1001,1001,6,17,0,0
1002,1002,6,29,0,0
1003,1003,6,30,0,0
1004,1004,6,23,1,0
1005,1005,7,27,0,0
1006,1006,7,16,0,0
1007,1007,7,27,0,0
1008,1008,7,21,1,0
1009,1009,8,33,1,0
1010,1010,8,21,1,0
1011,1011,8,14,0,0
1012,1012,8,16,0,0
1013,1013,9,42,1,0
1014,1014,9,23,0,0
1015,1015,9,9,0,0
1016,1016,9,42,1,1
1017,1017,10,55,0,0
1018,1018,10,18,0,0
1019,1019,10,22,0,0
1020,1020,10,22,0,0
1021,1021,11,19,1,0
1022,1022,11,22,0,0
1023,1023,11,17,0,0
1024,1024,11,21,1,0
1025,1025,12,22,0,0
1026,1026,12,15,0,0
1027,1027,12,18,0,0
1028,1028,12,31,0,0
1029,1029,13,27,1,0
1030,1030,13,10,0,0
1031,1031,13,14,0,0
1032,1032,13,25,1,0
1033,1033,14,26,1,0
1034,1034,14,13,0,0
1035,1035,14,23,0,0
1036,1036,14,29,1,1
1037,1037,15,31,1,1
1038,1038,15,26,0,0
1039,1039,15,13,0,0
1040,1040,15,22,0,0
1041,1041,16,29,0,0
1042,1042,16,31,1,0
1043,1043,16,22,0,0
1044,1044,16,26,0,0
1045,1045,17,13,0,0
1046,1046,17,26,0,0
1047,1047,17,19,1,0
1048,1048,17,27,1,0
1049,1049,18,47,1,0
1050,1050,18,10,0,0
1051,1051,18,17,0,0
1052,1052,18,26,0,0
1053,1053,19,24,0,0
1054,1054,19,25,1,0
1055,1055,19,28,0,1
1056,1056,19,28,1,0
1057,1057,20,22,0,0
1058,1058,20,23,1,0
1059,1059,20,19,0,0
1060,1060,20,26,0,0
1061,1061,21,38,0,0
1062,1062,21,27,0,0
1063,1063,21,6,0,0
1064,1064,21,24,0,0
1065,1065,22,35,1,0
1066,1066,22,10,0,0
1067,1067,22,21,1,0
1068,1068,22,26,1,0
1069,1069,23,22,0,0
1070,1070,23,18,0,0
1071,1071,23,23,0,0
1072,1072,23,39,0,0
1073,1073,24,19,0,0
1074,1074,24,32,1,0
1075,1075,24,17,0,0
1076,1076,24,30,0,0
1077,1077,25,31,0,0
1078,1078,25,19,0,0
1079,1079,25,19,0,0
1080,1080,25,31,0,0
1081,1081,26,21,0,0
1082,1082,26,18,1,0
1083,1083,26,6,0,0
1084,1084,26,23,0,0
1085,1085,27,34,1,0
1086,1086,27,19,0,0
1087,1087,27,11,0,0
1088,1088,27,28,0,0
1089,1089,28,29,0,0
1090,1090,28,25,0,0
1091,1091,28,16,0,0
1092,1092,28,37,1,0
1093,1093,29,14,0,0
1094,1094,29,11,0,0
1095,1095,29,22,0,0
1096,1096,29,23,1,0
1097,1097,30,27,0,0
1098,1098,30,21,1,0
1099,1099,30,19,0,0
1100,1100,30,17,0,0
1101,1101,31,16,0,0
1102,1102,31,12,0,0
1103,1103,31,14,0,0
1104,1104,31,19,0,0
1105,1105,32,33,0,1
1106,1106,32,18,0,0
1107,1107,32,28,0,0
1108,1108,32,19,0,0
1109,1109,33,28,0,0
1110,1110,33,15,0,0
1111,1111,33,15,0,0
1112,1112,33,35,0,1
1113,1113,34,32,0,0
1114,1114,34,12,0,0
1115,1115,34,14,0,0
1116,1116,34,18,0,0
1117,1117,35,33,1,0
1118,1118,35,21,0,0
1119,1119,35,10,0,0
1120,1120,35,30,0,0
1121,1121,1,36,0,1
1122,1122,1,27,0,0
1123,1123,1,13,0,0
1124,1124,1,19,1,0
1125,1125,2,42,1,1
1126,1126,2,29,0,0
1127,1127,2,20,0,0
1128,1128,2,14,0,0
1129,1129,3,14,0,0
1130,1130,3,19,0,0
1131,1131,3,19,0,0
1132,1132,3,37,1,0
1133,1133,4,37,0,0
1134,1134,4,14,0,0
1135,1135,4,35,0,1
1136,1136,4,33,0,0
1137,1137,5,43,1,1
